Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
51,"Republique du Benin, Ministere de la Sante - Plan d'endiguement du cholera au Benin 2017-2021 (juin 2017)",https://web.archive.org/web/20220616191731if_/http://plateformecholera.info/attachments/article/430/Plan%20d'Endiguement%20Cholera%20du%20Benin.pdf,"Benin Ministry of Health national cholera containment plan, 51 pages, June 2017. Section 1.5 gives the definitive national account of the TWO 2016 outbreaks with epi-week boundaries, case and death counts and the list of communes affected by each. Section 1.3 gives the 2004-2016 national total and the departmental distribution of cases 2004-2013. Recovered from the Internet Archive; the host domain plateformecholera.info is dead.",1970-01-01 to 2016-11-20,National ministry strategy document with epidemiological profile,Active,Level 1,Pending,Internet Archive CDX index of plateformecholera.info filtered for Benin documents,French,0,UNICEF sitrep 22 Sep 2016 (metadata 40); IFRC MDRBJ015 (metadata 2); HDX UNICEF weekly national series 2016 (metadata 49),Internet Archive CDX index of plateformecholera.info filtered for Benin documents,AI
52,WHO Weekly Epidemiological Record 1991;66(5) - cholera notifications received 25-31 January 1991 and newly infected areas as at 31 January 1991,https://iris.who.int/server/api/core/bitstreams/88899428-0817-426f-ba2a-b0db8ab745ea/content,"WER issue 5 of 1991 (WER6605.PDF). Carries Benin's first cholera notification of the 1991 epidemic - 395 suspected cases and 27 deaths for 22 December 1990 to 25 January 1991, of which 7 laboratory-confirmed - and declares the newly infected areas inside Atlantique department: S. Pref. d'Allada, Circonscription de Cotonou, S. Pref. de Toffo.",1990-12-22 to 1991-01-31,WHO statutory disease notification (Diseases subject to the Regulations),Active,Level 1,Pending,IRIS DSpace discovery API: downloaded all 50 Weekly Epidemiological Record issues of 1991 (vol. 66) and grepped every cholera notification block for Benin,English/French,0,WER 1992;67(34) Cholera in 1991 annual (metadata 27); WER 1991;66(42) Cholera in Africa (metadata 38),IRIS DSpace discovery API: downloaded all 50 Weekly Epidemiological Record issues of 1991 (vol. 66) and grepped every cholera notification block for Benin,AI
53,WHO Weekly Epidemiological Record 1991;66(26) - cholera notifications received 21-27 June 1991 and newly infected areas as at 27 June 1991,https://iris.who.int/server/api/core/bitstreams/26395853-3a96-4431-93f6-21af9380bdd0/content,"WER issue 26 of 1991 (WER6626.PDF). Benin: 400 cholera cases and 33 deaths for 8 April to 27 May 1991. Newly infected areas declared: Departement de Borgou, Departement de Mono, Departement de Zou - the epidemic's move inland from the coastal departments. Figures verified by rendering page 8 at 400 dpi because the PDF text layer garbles the numerals.",1991-04-08 to 1991-06-27,WHO statutory disease notification (Diseases subject to the Regulations),Active,Level 1,Pending,IRIS DSpace discovery API: downloaded all 50 Weekly Epidemiological Record issues of 1991 (vol. 66) and grepped every cholera notification block for Benin,English/French,0,WER 1992;67(34) Cholera in 1991 annual (metadata 27); WER 1991;66(42) Cholera in Africa (metadata 38),IRIS DSpace discovery API: downloaded all 50 Weekly Epidemiological Record issues of 1991 (vol. 66) and grepped every cholera notification block for Benin,AI
54,WHO Weekly Epidemiological Record 1991;66(43) - cholera notifications received 18-24 October 1991,https://iris.who.int/server/api/core/bitstreams/040f77d4-8cea-4397-93eb-8586f81ed9e7/content,WER issue 43 of 1991 (WER6643.PDF). Benin: 355 cholera cases and 15 deaths for 15 August to 30 September 1991. Figures verified by rendering page 8 at 400 dpi.,1991-08-15 to 1991-09-30,WHO statutory disease notification (Diseases subject to the Regulations),Active,Level 1,Pending,IRIS DSpace discovery API: downloaded all 50 Weekly Epidemiological Record issues of 1991 (vol. 66) and grepped every cholera notification block for Benin,English/French,0,WER 1992;67(34) Cholera in 1991 annual (metadata 27); WER 1991;66(42) Cholera in Africa (metadata 38),IRIS DSpace discovery API: downloaded all 50 Weekly Epidemiological Record issues of 1991 (vol. 66) and grepped every cholera notification block for Benin,AI
55,"WHO Weekly Epidemiological Record 1996;71(14) - cholera notifications, Benin 1 January - 29 February 1996",https://iris.who.int/server/api/core/bitstreams/104fa3ba-1e8e-4618-aafd-3e2b0b09e9f9/content,"WER 1996 issue 14. Benin cholera notification: 55 cases, 5 deaths, 1.I-29.II.1996.",1996-01-01 to 1996-02-29,WHO statutory disease notification (Diseases subject to the Regulations),Active,Level 1,Pending,IRIS DSpace discovery API: downloaded all 51 Weekly Epidemiological Record issues of 1996 (vol. 71) and grepped every cholera notification block for Benin,English/French,0,WER annual Cholera in 1996; cholera_data_jhu.csv 1996 annual 6 190 cases / 203 deaths,IRIS DSpace discovery API: downloaded all 51 Weekly Epidemiological Record issues of 1996 (vol. 71) and grepped every cholera notification block for Benin,AI
56,"WHO Weekly Epidemiological Record 1996;71(25) - cholera notifications, Benin 1-31 March 1996",https://iris.who.int/server/api/core/bitstreams/ca55b418-43da-4fd2-86e5-4350e77af81c/content,"WER 1996 issue 25. Benin cholera notification: 31 cases, 1 death, 1-31.III.1996.",1996-03-01 to 1996-03-31,WHO statutory disease notification (Diseases subject to the Regulations),Active,Level 1,Pending,IRIS DSpace discovery API: downloaded all 51 Weekly Epidemiological Record issues of 1996 (vol. 71) and grepped every cholera notification block for Benin,English/French,0,WER annual Cholera in 1996; cholera_data_jhu.csv 1996 annual 6 190 cases / 203 deaths,IRIS DSpace discovery API: downloaded all 51 Weekly Epidemiological Record issues of 1996 (vol. 71) and grepped every cholera notification block for Benin,AI
57,"WHO Weekly Epidemiological Record 1996;71(31) - cholera notifications received 26 July to 1 August 1996, Benin 1 April - 16 June 1996",https://iris.who.int/server/api/core/bitstreams/23b96383-a70c-4721-849c-47d8003561c4/content,"WER 1996 issue 31. Benin cholera notification: 2 827 cases, 56 deaths, 1.IV-16.VI.1996 - the peak window of Benin's second-largest cholera year. Figures verified by rendering page 4 at 150 dpi.",1996-04-01 to 1996-06-16,WHO statutory disease notification (Diseases subject to the Regulations),Active,Level 1,Pending,IRIS DSpace discovery API: downloaded all 51 Weekly Epidemiological Record issues of 1996 (vol. 71) and grepped every cholera notification block for Benin,English/French,0,WER annual Cholera in 1996; cholera_data_jhu.csv 1996 annual 6 190 cases / 203 deaths,IRIS DSpace discovery API: downloaded all 51 Weekly Epidemiological Record issues of 1996 (vol. 71) and grepped every cholera notification block for Benin,AI
58,"WHO Weekly Epidemiological Record 1996;71(33) - cholera notifications, Benin 17-30 June 1996 (revised)",https://iris.who.int/server/api/core/bitstreams/ba407d9d-3b4c-42a9-b855-03e467234639/content,"WER 1996 issue 33. Benin cholera notification: 127 cases, 17 deaths, 17-30.VI.1996, both flagged 'r' for revised.",1996-06-17 to 1996-06-30,WHO statutory disease notification (Diseases subject to the Regulations),Active,Level 1,Pending,IRIS DSpace discovery API: downloaded all 51 Weekly Epidemiological Record issues of 1996 (vol. 71) and grepped every cholera notification block for Benin,English/French,0,WER annual Cholera in 1996; cholera_data_jhu.csv 1996 annual 6 190 cases / 203 deaths,IRIS DSpace discovery API: downloaded all 51 Weekly Epidemiological Record issues of 1996 (vol. 71) and grepped every cholera notification block for Benin,AI
59,"WHO Weekly Epidemiological Record 1996;71(39) - cholera notifications, Benin 1-31 July 1996",https://iris.who.int/server/api/core/bitstreams/7c0453c6-41c3-4191-9749-1192ea522306/content,"WER 1996 issue 39. Benin cholera notification: 82 cases, 6 deaths, 1-31.VII.1996.",1996-07-01 to 1996-07-31,WHO statutory disease notification (Diseases subject to the Regulations),Active,Level 1,Pending,IRIS DSpace discovery API: downloaded all 51 Weekly Epidemiological Record issues of 1996 (vol. 71) and grepped every cholera notification block for Benin,English/French,0,WER annual Cholera in 1996; cholera_data_jhu.csv 1996 annual 6 190 cases / 203 deaths,IRIS DSpace discovery API: downloaded all 51 Weekly Epidemiological Record issues of 1996 (vol. 71) and grepped every cholera notification block for Benin,AI
60,"WHO Weekly Epidemiological Record 1996;71(40) - cholera notifications, Benin 1-31 August 1996",https://iris.who.int/server/api/core/bitstreams/0f0a6a7f-a823-4515-882e-5cab23d9baa6/content,"WER 1996 issue 40. Benin cholera notification: 380 cases, 20 deaths, 1-31.VIII.1996. NOTE the same page carries a separate YELLOW FEVER entry for Benin (Departement de l'Atakora, Kerou S. Pref., 19.VII-18.IX) which must not be read as cholera.",1996-08-01 to 1996-08-31,WHO statutory disease notification (Diseases subject to the Regulations),Active,Level 1,Pending,IRIS DSpace discovery API: downloaded all 51 Weekly Epidemiological Record issues of 1996 (vol. 71) and grepped every cholera notification block for Benin,English/French,0,WER annual Cholera in 1996; cholera_data_jhu.csv 1996 annual 6 190 cases / 203 deaths,IRIS DSpace discovery API: downloaded all 51 Weekly Epidemiological Record issues of 1996 (vol. 71) and grepped every cholera notification block for Benin,AI
61,"WHO Weekly Epidemiological Record 1996;71(45) - cholera notifications received 1 to 7 November 1996, Benin 1 September - 20 October 1996",https://iris.who.int/server/api/core/bitstreams/f02ef2fe-40a9-405e-91ed-c44fd8a38167/content,"WER 1996 issue 45. Benin cholera notification: 1 896 cases, 70 deaths, 1.IX-20.X.1996 - the autumn resurgence. Figures verified by rendering page 8 at 150 dpi.",1996-09-01 to 1996-10-20,WHO statutory disease notification (Diseases subject to the Regulations),Active,Level 1,Pending,IRIS DSpace discovery API: downloaded all 51 Weekly Epidemiological Record issues of 1996 (vol. 71) and grepped every cholera notification block for Benin,English/French,0,WER annual Cholera in 1996; cholera_data_jhu.csv 1996 annual 6 190 cases / 203 deaths,IRIS DSpace discovery API: downloaded all 51 Weekly Epidemiological Record issues of 1996 (vol. 71) and grepped every cholera notification block for Benin,AI
62,"WHO Weekly Epidemiological Record 1997;72(3) - cholera notifications received 10-16 January 1997, Benin 21 October - 1 December 1996",https://iris.who.int/server/api/core/bitstreams/373c3a76-5b11-48a7-ae76-d8d7222ce0dc/content,"WER 1997 issue 3. Benin cholera notification: 766 cases, 25 deaths, 21.X-1.XII.1996. Figures verified by rendering page 8 at 150 dpi.",1996-10-21 to 1996-12-01,WHO statutory disease notification (Diseases subject to the Regulations),Active,Level 1,Pending,IRIS DSpace discovery API: downloaded all 50 Weekly Epidemiological Record issues of 1997 (vol. 72) and grepped every cholera notification block for Benin,English/French,0,WER annual Cholera in 1996 and Cholera in 1997; cholera_data_jhu.csv annuals 1996 = 6 190/203 and 1997 = 796/16,IRIS DSpace discovery API: downloaded all 50 Weekly Epidemiological Record issues of 1997 (vol. 72) and grepped every cholera notification block for Benin,AI
63,"WHO Weekly Epidemiological Record 1997;72(8) - cholera notifications, Benin 2-31 December 1996",https://iris.who.int/server/api/core/bitstreams/525df29d-f4a2-473e-948e-121f16cfe335/content,"WER 1997 issue 8. Benin cholera notification: 26 cases, 3 deaths, 2-31.XII.1996 - the window that closes the 1996 epidemic exactly onto the annual total.",1996-12-02 to 1996-12-31,WHO statutory disease notification (Diseases subject to the Regulations),Active,Level 1,Pending,IRIS DSpace discovery API: downloaded all 50 Weekly Epidemiological Record issues of 1997 (vol. 72) and grepped every cholera notification block for Benin,English/French,0,WER annual Cholera in 1996 and Cholera in 1997; cholera_data_jhu.csv annuals 1996 = 6 190/203 and 1997 = 796/16,IRIS DSpace discovery API: downloaded all 50 Weekly Epidemiological Record issues of 1997 (vol. 72) and grepped every cholera notification block for Benin,AI
64,"WHO Weekly Epidemiological Record 1997;72(11) - cholera notifications, Benin 1-15 January 1997",https://iris.who.int/server/api/core/bitstreams/bb57b0e7-895f-4ef1-ab01-98e25948037f/content,"WER 1997 issue 11. Benin cholera notification: 54 cases, 1 death, 1-15.I.1997.",1997-01-01 to 1997-01-15,WHO statutory disease notification (Diseases subject to the Regulations),Active,Level 1,Pending,IRIS DSpace discovery API: downloaded all 50 Weekly Epidemiological Record issues of 1997 (vol. 72) and grepped every cholera notification block for Benin,English/French,0,WER annual Cholera in 1996 and Cholera in 1997; cholera_data_jhu.csv annuals 1996 = 6 190/203 and 1997 = 796/16,IRIS DSpace discovery API: downloaded all 50 Weekly Epidemiological Record issues of 1997 (vol. 72) and grepped every cholera notification block for Benin,AI
65,"WHO Weekly Epidemiological Record 1997;72(17) - cholera notifications, Benin 16 January - 23 February 1997",https://iris.who.int/server/api/core/bitstreams/444e6bba-7511-42bb-babe-f099121e9495/content,"WER 1997 issue 17. Benin cholera notification: 71 cases, 0 deaths, 16.I-23.II.1997.",1997-01-16 to 1997-02-23,WHO statutory disease notification (Diseases subject to the Regulations),Active,Level 1,Pending,IRIS DSpace discovery API: downloaded all 50 Weekly Epidemiological Record issues of 1997 (vol. 72) and grepped every cholera notification block for Benin,English/French,0,WER annual Cholera in 1996 and Cholera in 1997; cholera_data_jhu.csv annuals 1996 = 6 190/203 and 1997 = 796/16,IRIS DSpace discovery API: downloaded all 50 Weekly Epidemiological Record issues of 1997 (vol. 72) and grepped every cholera notification block for Benin,AI
66,"WHO Weekly Epidemiological Record 1997;72(18) - cholera notifications received 25 April to 1 May 1997, Benin 24 February - 16 March 1997",https://iris.who.int/server/api/core/bitstreams/b6d4949c-3285-4470-9716-a63025fa14c8/content,"WER 1997 issue 18. Benin cholera notification: 151 cases, 4 deaths, 24.II-16.III.1997. Figures verified by rendering page 8 at 150 dpi.",1997-02-24 to 1997-03-16,WHO statutory disease notification (Diseases subject to the Regulations),Active,Level 1,Pending,IRIS DSpace discovery API: downloaded all 50 Weekly Epidemiological Record issues of 1997 (vol. 72) and grepped every cholera notification block for Benin,English/French,0,WER annual Cholera in 1996 and Cholera in 1997; cholera_data_jhu.csv annuals 1996 = 6 190/203 and 1997 = 796/16,IRIS DSpace discovery API: downloaded all 50 Weekly Epidemiological Record issues of 1997 (vol. 72) and grepped every cholera notification block for Benin,AI
67,"WHO Weekly Epidemiological Record 1997;72(19) - cholera notifications, Benin 17 March - 19 April 1997",https://iris.who.int/server/api/core/bitstreams/e6d6e78c-6bac-4a12-8bef-acbb93a4ef8e/content,"WER 1997 issue 19. Benin cholera notification: 220 cases, 0 deaths, 17.III-19.IV.1997.",1997-03-17 to 1997-04-19,WHO statutory disease notification (Diseases subject to the Regulations),Active,Level 1,Pending,IRIS DSpace discovery API: downloaded all 50 Weekly Epidemiological Record issues of 1997 (vol. 72) and grepped every cholera notification block for Benin,English/French,0,WER annual Cholera in 1996 and Cholera in 1997; cholera_data_jhu.csv annuals 1996 = 6 190/203 and 1997 = 796/16,IRIS DSpace discovery API: downloaded all 50 Weekly Epidemiological Record issues of 1997 (vol. 72) and grepped every cholera notification block for Benin,AI
68,"WHO Weekly Epidemiological Record 1997;72(49) - cholera notifications, Benin 20 April - 12 October 1997",https://iris.who.int/server/api/core/bitstreams/00cf922c-8f74-41c9-9906-41f34ffe4528/content,"WER 1997 issue 49. Benin cholera notification: 282 cases, 11 deaths, 20.IV-12.X.1997.",1997-04-20 to 1997-10-12,WHO statutory disease notification (Diseases subject to the Regulations),Active,Level 1,Pending,IRIS DSpace discovery API: downloaded all 50 Weekly Epidemiological Record issues of 1997 (vol. 72) and grepped every cholera notification block for Benin,English/French,0,WER annual Cholera in 1996 and Cholera in 1997; cholera_data_jhu.csv annuals 1996 = 6 190/203 and 1997 = 796/16,IRIS DSpace discovery API: downloaded all 50 Weekly Epidemiological Record issues of 1997 (vol. 72) and grepped every cholera notification block for Benin,AI
69,"WHO Weekly Epidemiological Record 1994;69(47) - cholera notifications received 18-24 November 1994, Benin 20 August - 30 October 1994",https://iris.who.int/server/api/core/bitstreams/b46297d1-cf0b-4069-9fea-1c45bfb81fc3/content,"WER 1994 issue 47. Benin cholera notification: 38 cases, 0 deaths, 20.VIII-30.X.1994. Figures verified by rendering page 8 at 150 dpi.",1994-08-20 to 1994-10-30,WHO statutory disease notification (Diseases subject to the Regulations),Active,Level 1,Pending,"IRIS DSpace discovery API: downloaded every Weekly Epidemiological Record issue of 1992, 1994, 1995, 1998, 1999, 2000 and 2001 and grepped each cholera notification block for Benin",English/French,0,WER 1995;70(3); cholera_data_jhu.csv 1994 annual 187/20,"IRIS DSpace discovery API: downloaded every Weekly Epidemiological Record issue of 1992, 1994, 1995, 1998, 1999, 2000 and 2001 and grepped each cholera notification block for Benin",AI
70,"WHO Weekly Epidemiological Record 1995;70(3) - cholera notifications received 13-19 January 1995, Benin 31 October - 30 November 1994",https://iris.who.int/server/api/core/bitstreams/46846cc5-5c2a-441c-8d53-03b6102019cd/content,"WER 1995 issue 3. Benin cholera notification: 121 cases, 16 deaths, 31.X-30.XI.1994. Published in January 1995 but the window is 1994. Figures verified by rendering page 8 at 150 dpi.",1994-10-31 to 1994-11-30,WHO statutory disease notification (Diseases subject to the Regulations),Active,Level 1,Pending,"IRIS DSpace discovery API: downloaded every Weekly Epidemiological Record issue of 1992, 1994, 1995, 1998, 1999, 2000 and 2001 and grepped each cholera notification block for Benin",English/French,0,WER 1994;69(47); cholera_data_jhu.csv 1994 annual 187/20,"IRIS DSpace discovery API: downloaded every Weekly Epidemiological Record issue of 1992, 1994, 1995, 1998, 1999, 2000 and 2001 and grepped each cholera notification block for Benin",AI
71,"WHO Weekly Epidemiological Record 1998;73(32) - cholera notifications, Benin 1 May - 7 July 1998",https://iris.who.int/server/api/core/bitstreams/76015805-0d98-43db-bcfe-53bfb3806c98/content,"WER 1998 issue 32. Benin cholera notification: 47 cases, 0 deaths, 1.V-7.VII.1998.",1998-05-01 to 1998-07-07,WHO statutory disease notification (Diseases subject to the Regulations),Active,Level 1,Pending,"IRIS DSpace discovery API: downloaded every Weekly Epidemiological Record issue of 1992, 1994, 1995, 1998, 1999, 2000 and 2001 and grepped each cholera notification block for Benin",English/French,0,cholera_data_jhu.csv 1998 annual 206/1,"IRIS DSpace discovery API: downloaded every Weekly Epidemiological Record issue of 1992, 1994, 1995, 1998, 1999, 2000 and 2001 and grepped each cholera notification block for Benin",AI
72,"WHO Weekly Epidemiological Record 1999;74(9) - cholera notifications, Benin 1-30 January 1999",https://iris.who.int/server/api/core/bitstreams/8dfb0ae8-e86a-4f2f-a12d-9dabf62ed97c/content,"WER 1999 issue 9. Benin cholera notification: 137 cases, 8 deaths, 1-30.I.1999.",1999-01-01 to 1999-01-30,WHO statutory disease notification (Diseases subject to the Regulations),Active,Level 1,Pending,"IRIS DSpace discovery API: downloaded every Weekly Epidemiological Record issue of 1992, 1994, 1995, 1998, 1999, 2000 and 2001 and grepped each cholera notification block for Benin",English/French,0,WER 1999;74(40); cholera_data_jhu.csv 1999 annual 855/25,"IRIS DSpace discovery API: downloaded every Weekly Epidemiological Record issue of 1992, 1994, 1995, 1998, 1999, 2000 and 2001 and grepped each cholera notification block for Benin",AI
73,"WHO Weekly Epidemiological Record 1999;74(40) - cholera notifications, Benin to 21 August 1999",https://iris.who.int/server/api/core/bitstreams/3c6ce3b4-217c-4b38-9c50-8c99e1d1422a/content,"WER 1999 issue 40. Benin cholera notification: 666 cases, 17 deaths, window printed as '...-21.VIII' (start not yet received). Taken as the period following the 1-30 January window, i.e. 31 January to 21 August 1999.",1999-01-31 to 1999-08-21,WHO statutory disease notification (Diseases subject to the Regulations),Active,Level 1,Pending,"IRIS DSpace discovery API: downloaded every Weekly Epidemiological Record issue of 1992, 1994, 1995, 1998, 1999, 2000 and 2001 and grepped each cholera notification block for Benin",English/French,0,WER 1999;74(9); cholera_data_jhu.csv 1999 annual 855/25,"IRIS DSpace discovery API: downloaded every Weekly Epidemiological Record issue of 1992, 1994, 1995, 1998, 1999, 2000 and 2001 and grepped each cholera notification block for Benin",AI
74,"IFRC DREF operation MDRBJ004 final report - Benin Cholera (north), 18 May 2009",https://reliefweb.int/report/benin/benin-cholera-dref-operation-no-mdrbj004-final-report,"IFRC Disaster Relief Emergency Fund final report on the SEPARATE northern Benin cholera outbreak of late 2008 (GLIDE EP-2008-000149-BEN). Names the four affected districts - Malanville and Karimama in Alibori, Djougou and Bassila in Donga - and gives 600 cases with no deaths by the first week of October 2008.",2008-09-22 to 2008-10-05,Emergency operation final report (district-level),Active,Level 2,Pending,IFRC GO API appeal list for Benin (country id 209) -> MDRBJ004 -> ReliefWeb site search,English,0,IFRC DREF MDRBJ003 (southern 2008 outbreak); JHU UID 878 Malanville 40 cases 28 Sep 2008,IFRC GO API appeal list for Benin (country id 209) -> MDRBJ004 -> ReliefWeb site search,AI
75,"IFRC DREF operation MDRBJ003 - Benin Cholera (Cotonou), 2 September 2008",https://reliefweb.int/report/benin/benin-cholera-dref-operation-no-mdrbj003,"IFRC DREF bulletin on the southern/Cotonou arm of Benin's 2008 cholera epidemic. Quotes the Ministry of Health epidemiological surveillance department: over 350 cases as of 29 August 2008 in the eastern parts of Akpakpa (Cotonou), no deaths.",2008-07-26 to 2008-08-29,Emergency operation bulletin (neighbourhood-level),Active,Level 2,Pending,IFRC GO API appeal list for Benin -> MDRBJ003 -> ReliefWeb site search,English,0,Gbary 2011 Med Trop PMID 21695873 (metadata 5); Makoutode 2010 PMID 20858341 (metadata 47),IFRC GO API appeal list for Benin -> MDRBJ003 -> ReliefWeb site search,AI
76,"IFRC DREF operation MDRBJ010 - Benin Cholera Epidemic (Come, Mono), 9 November 2012",https://www.ifrc.org/docs/Appeals/12/MDRBJ010.pdf,"IFRC DREF bulletin on the October-November 2012 cholera epidemic in Come municipality, Mono department. Gives the commune split (46 of 49 cases in Come, 3 in neighbouring Houeyogbe), a four-point chronology from 25 October to 4 November 2012, and the affected arrondissements of Come (Agatogbo, Guezin, Akodeha). Retrieved through the IFRC GO API appeal-document endpoint (appeal id 1747); the ReliefWeb mirror of this report is a dead link.",2012-10-23 to 2012-11-04,Emergency operation bulletin (commune-level),Active,Level 2,Pending,IFRC GO API: appeal?code=MDRBJ010 -> appeal_document?appeal=1747,English,0,"JHU UID 815 (AFR::BEN::Mono 65 cases, 2012-10-23..2012-11-30)",IFRC GO API: appeal?code=MDRBJ010 -> appeal_document?appeal=1747,AI
77,"IFRC DREF operation MDRBJ013 update no. 2 - Benin Cholera Outbreak, 30 January 2014",https://www.ifrc.org/docs/Appeals/13/MDRBJ01302.pdf,"IFRC DREF operation update giving the commune caseload table for Benin's 2013-14 cholera outbreak as at 27 January 2014 (Abomey-Calavi 22, Allada 7, Cotonou 196 with 4 deaths, Grand-Popo 4, Porto-Novo 6, Seme-Kpodji 12, So-Ava 234, Toviklin 5, others 6) and identifying the Cotonou arrondissements involved. This table is the origin of the commune rows already in cholera_data_jhu.csv under UID 805, so it produced no new counts here - only the arrondissement detail.",2013-08-26 to 2014-01-27,Emergency operation update (commune and arrondissement level),Active,Level 2,Pending,IFRC GO API: appeal?code=MDRBJ013 -> appeal_document?appeal=1361,English,0,JHU UID 805 commune series for 2013-08-26..2014-01-27,IFRC GO API: appeal?code=MDRBJ013 -> appeal_document?appeal=1361,AI
78,"Republique du Benin, Ministere de la Sante - Annuaire des statistiques sanitaires 2018 (Tableau 113, maladies a potentiel epidemique par zone sanitaire)",https://web.archive.org/web/20250429105300if_/https://sante.gouv.bj/assets/ressources/pdf/Annuaire_2018_MS_VF.pdf,,2018-01-01 to 2018-12-31,Surveillance,Active,Level 1,Pending,Internet Archive CDX index of sante.gouv.bj filtered for 'annuaire|statistiq' after the live site returned HTTP 404 for the PDF,en,0,,Internet Archive CDX index of sante.gouv.bj filtered for 'annuaire|statistiq' after the live site returned HTTP 404 for the PDF,AI
79,"Republique du Benin, Ministere de la Sante - Annuaire des statistiques sanitaires 2019 (Tableau 109 + section Epidemies en 2019 au Benin)",https://web.archive.org/web/20220621000240if_/https://sante.gouv.bj/assets/ressources/pdf/Annuaire%20Statistique%202019-1.pdf,,2019-01-01 to 2019-12-31,Surveillance,Active,Level 1,Pending,Internet Archive CDX index of sante.gouv.bj filtered for 'annuaire|statistiq',en,0,,Internet Archive CDX index of sante.gouv.bj filtered for 'annuaire|statistiq',AI
80,"Republique du Benin, Ministere de la Sante - Annuaire des statistiques sanitaires 2021 (Tableau 125, Plateforme SIMR_DNSP/MS)",https://web.archive.org/web/20241105080815if_/https://sante.gouv.bj/assets/ressources/pdf/Annuaire%20statistiques%202021%20MS_VF.pdf,,2021-01-01 to 2021-12-31,Surveillance,Active,Level 1,Pending,Internet Archive CDX index of sante.gouv.bj filtered for 'annuaire|statistiq',en,0,,Internet Archive CDX index of sante.gouv.bj filtered for 'annuaire|statistiq',AI
81,"Republique du Benin, Ministere de la Sante - Annuaire des statistiques sanitaires 2010 (Tableau 103, SIMR/DNSP)",https://web.archive.org/web/20250429105648if_/https://sante.gouv.bj/assets/ressources/pdf/Annuaire_2010_MS_VF.pdf,,2010-01-01 to 2010-12-31,Surveillance,Active,Level 1,Pending,Internet Archive CDX index of sante.gouv.bj,en,0,,Internet Archive CDX index of sante.gouv.bj,AI
82,"Republique du Benin, Ministere de la Sante - Annuaire des statistiques sanitaires 2012 (Tableau 101, SIMR/DNSP)",https://web.archive.org/web/20250429111953if_/https://sante.gouv.bj/assets/ressources/pdf/Annuaire_2012_MS_VF.pdf,,2012-01-01 to 2012-12-31,Surveillance,Active,Level 1,Pending,Internet Archive CDX index of sante.gouv.bj,en,0,,Internet Archive CDX index of sante.gouv.bj,AI
83,"Republique du Benin, Ministere de la Sante - Annuaire des statistiques sanitaires 2013 (Tableau 123, SIMR/DNSP; reproduced as Tableau 129 of the 2014 volume)",https://web.archive.org/web/20250429104748if_/https://sante.gouv.bj/assets/ressources/pdf/Annuaire_2013_MS_VF.pdf,,2013-01-01 to 2013-12-31,Surveillance,Active,Level 1,Pending,Internet Archive CDX index of sante.gouv.bj,en,0,,Internet Archive CDX index of sante.gouv.bj,AI
84,"Republique du Benin, Ministere de la Sante - Annuaire des statistiques sanitaires 2011 (Tableau 103, SIMR/DNSP)",https://web.archive.org/web/20250429113156if_/https://sante.gouv.bj/assets/ressources/pdf/Annuaire_2011_MS_VF.pdf,,2011-01-01 to 2011-12-31,Surveillance,Active,Level 1,Pending,"Internet Archive CDX index of sante.gouv.bj, PDF captures of 2025-04-29 / 2022-10-20",en,0,,"Internet Archive CDX index of sante.gouv.bj, PDF captures of 2025-04-29 / 2022-10-20",AI
85,"Republique du Benin, Ministere de la Sante - Annuaire des statistiques sanitaires 2015 (Tableau 130, SIMR/DNSP)",https://web.archive.org/web/20250429124642if_/https://sante.gouv.bj/assets/ressources/pdf/Annuaire_2015_MS_VF-1.pdf,,2015-01-01 to 2015-12-31,Surveillance,Active,Level 1,Pending,"Internet Archive CDX index of sante.gouv.bj, PDF captures of 2025-04-29 / 2022-10-20",en,0,,"Internet Archive CDX index of sante.gouv.bj, PDF captures of 2025-04-29 / 2022-10-20",AI
86,"Republique du Benin, Ministere de la Sante - Annuaire des statistiques sanitaires 2016 (Tableau 118, SIMR/DNSP)",https://web.archive.org/web/20250429114908if_/https://sante.gouv.bj/assets/ressources/pdf/Annuaire_2016_MS_VF-1.pdf,,2016-01-01 to 2016-12-31,Surveillance,Active,Level 1,Pending,"Internet Archive CDX index of sante.gouv.bj, PDF captures of 2025-04-29 / 2022-10-20",en,0,,"Internet Archive CDX index of sante.gouv.bj, PDF captures of 2025-04-29 / 2022-10-20",AI
87,"Republique du Benin, Ministere de la Sante - Annuaire des statistiques sanitaires 2017 (Tableau 104, SIMR/DNSP)",https://web.archive.org/web/20250429105817if_/https://sante.gouv.bj/assets/ressources/pdf/Annuaire_2017_MS_VF-1.pdf,,2017-01-01 to 2017-12-31,Surveillance,Active,Level 1,Pending,"Internet Archive CDX index of sante.gouv.bj, PDF captures of 2025-04-29 / 2022-10-20",en,0,,"Internet Archive CDX index of sante.gouv.bj, PDF captures of 2025-04-29 / 2022-10-20",AI
