Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
46,Cote d'Ivoire Ministry of Health Rapport Annuel sur la Situation Sanitaire (RASS) 2019,https://www.snisdiis.com/wp-content/uploads/2022/03/Rapport-Annuel-sur-la-Situation-Sanitaire-RASS-2019-VF.pdf,"Official annual health situation report of the Ministere de la Sante et de l'Hygiene Publique of Cote d'Ivoire for 2019, published via the SNIS/DIIS health information system. Diseases-under-surveillance section states that in 2019 Cote d'Ivoire recorded 313 confirmed measles cases, no meningitis, no yellow fever, NO CHOLERA and no acute flaccid paralysis. National documentation of zero cholera for 2019.",2019-01-01 to 2019-12-31,National Annual Health Report,Active,Level 1,Pending,WebSearch: Cote d'Ivoire rapport annuel situation sanitaire RASS 2019 2020 cholera cas notifies,French,0,"JHU 2019 baseline (89 rows, 8 suspected cases); WHO WER Cholera 2019",WebSearch: Cote d'Ivoire rapport annuel situation sanitaire RASS 2019 2020 cholera cas notifies,AI
47,Cote d'Ivoire Ministry of Health Rapport Annuel sur la Situation Sanitaire (RASS) 2020,https://www.snisdiis.com/wp-content/uploads/2022/03/Rapport-Annuel-sur-la-Situation-Sanitaire-RASS-2020-VF.pdf,"Official annual health situation report of the Ministere de la Sante, de l'Hygiene Publique et de la Couverture Maladie Universelle of Cote d'Ivoire for 2020. Diseases-under-surveillance section enumerates 516 confirmed measles, 30 meningitis, 15 yellow fever, 12 dengue, 16 AFP, no wild poliovirus, no dracunculiasis and NO CHOLERA for 2020. CRITICAL: this national report supplies the data that WHO's Cholera 2020 annual report records Cote d'Ivoire as never having submitted - it converts the 2020 WHO non-reporting gap into a nationally documented absence.",2020-01-01 to 2020-12-31,National Annual Health Report,Active,Level 1,Pending,WebSearch: Cote d'Ivoire rapport annuel situation sanitaire RASS 2019 2020 cholera cas notifies,French,0,WHO WER 96(37) Cholera 2020 - CIV listed as NOT having reported data to WHO for 2020 (metadata index 38),WebSearch: Cote d'Ivoire rapport annuel situation sanitaire RASS 2019 2020 cholera cas notifies,AI
48,Cote d'Ivoire Ministry of Health Rapport Annuel sur la Situation Sanitaire (RASS) 2007-2009,https://www.snisdiis.com/wp-content/uploads/2022/03/Rapport-Annuel-sur-la-Situation-Sanitaire-RASS-2007-2009.pdf,"Triennial national health situation report. Section IV.3.1 Cholera gives national suspected cases and deaths for 2007 (8 cases, 1 death), 2008 (42 cases, 1 death) and 2009 (12 cases, 0 deaths) plus a district-level breakdown for each year and Map 25 showing the six affected regions (Lagunes 1 and 2, Vallee du Bandama, Worodougou, Savanes, Denguele-Bafing).",2007-01-01 to 2009-12-31,National Annual Health Report,Active,Level 1,Pending,Enumerated all RASS PDFs from https://www.snisdiis.com/rass/ then pdftotext each and grep for 'chol',French,0,JHU baseline annual rows; WHO GHO annual series,Enumerated all RASS PDFs from https://www.snisdiis.com/rass/ then pdftotext each and grep for 'chol',AI
49,Cote d'Ivoire Ministry of Health Rapport Annuel sur la Situation Sanitaire (RASS) 2010-2012,https://www.snisdiis.com/wp-content/uploads/2022/03/Rapport-Annuel-sur-la-Situation-Sanitaire-RASS-2010-2012.pdf,"Triennial national health situation report. Table 7 'Profil epidemiologique du Cholera de 2010 a 2012' gives, for each year, suspected cases, samples taken, laboratory-confirmed cases, deaths among suspected cases and CFR: 2010 (35/13/0/0/0%), 2011 (1448/566/152/32/2.20%), 2012 (589/308/50/19/3.22%). Also reports 27 of 102 health districts notified cases in 2011 (14 with declared epidemics) and 23 of 82 in 2012, agent V. cholerae O1.",2010-01-01 to 2012-12-31,National Annual Health Report,Active,Level 1,Pending,Enumerated all RASS PDFs from https://www.snisdiis.com/rass/ then pdftotext each and grep for 'chol',French,0,JHU baseline annual rows; WHO GHO annual series,Enumerated all RASS PDFs from https://www.snisdiis.com/rass/ then pdftotext each and grep for 'chol',AI
50,Cote d'Ivoire Ministry of Health Rapport Annuel sur la Situation Sanitaire (RASS) 2013,https://www.snisdiis.com/wp-content/uploads/2022/03/Rapport-Annuel-sur-la-Situation-Sanitaire-RASS-2013.pdf,"National annual health situation report for 2013. Section IV.1.1.3 Cholera: no cholera case was laboratory-confirmed among the 56 suspected cases notified in 2013, against 50 confirmed cases in 2012.",2013-01-01 to 2013-12-31,National Annual Health Report,Active,Level 1,Pending,Enumerated all RASS PDFs from https://www.snisdiis.com/rass/ then pdftotext each and grep for 'chol',French,0,JHU baseline annual rows; WHO GHO annual series,Enumerated all RASS PDFs from https://www.snisdiis.com/rass/ then pdftotext each and grep for 'chol',AI
51,Cote d'Ivoire Ministry of Health Rapport Annuel sur la Situation Sanitaire (RASS) 2015,https://www.snisdiis.com/wp-content/uploads/2022/03/Rapport-Annuel-sur-la-Situation-Sanitaire-RASS-2015.pdf,"National annual health situation report for 2015. Section IV.1.3: 30 laboratory-confirmed cholera cases in 2015, down from 77 confirmed cases in 2014; affected health districts fell from 8 (2014) to 5 (2015) - Koumassi-Port Bouet-Vridi, San Pedro, Divo, Fresco, Grand-Lahou - with Koumassi-Port-Bouet-Vridi accounting for 23 of the 30 cases; affected health regions rose from 3 to 4 (Abidjan 1-Grands Ponts, Abidjan 2, Loh-Djiboua plus Gboklé-Nawa-San Pedro).",2014-01-01 to 2015-12-31,National Annual Health Report,Active,Level 1,Pending,Enumerated all RASS PDFs from https://www.snisdiis.com/rass/ then pdftotext each and grep for 'chol',French,0,JHU baseline annual rows; WHO GHO annual series,Enumerated all RASS PDFs from https://www.snisdiis.com/rass/ then pdftotext each and grep for 'chol',AI
52,Cote d'Ivoire Ministry of Health Rapport Annuel sur la Situation Sanitaire (RASS) 2016,https://www.snisdiis.com/wp-content/uploads/2022/03/Rapport-Annuel-sur-la-Situation-Sanitaire-RASS-2016.pdf,"National annual health situation report for 2016. Diseases-under-surveillance summary states that measles rose to 45 cases, meningitis to 117 and influenza to 277 confirmed, yellow fever fell to 3, and no cholera case was recorded in 2016.",2016-01-01 to 2016-12-31,National Annual Health Report,Active,Level 1,Pending,Enumerated all RASS PDFs from https://www.snisdiis.com/rass/ then pdftotext each and grep for 'chol',French,0,JHU baseline annual rows; WHO GHO annual series,Enumerated all RASS PDFs from https://www.snisdiis.com/rass/ then pdftotext each and grep for 'chol',AI
53,Cote d'Ivoire Ministry of Health Rapport Annuel sur la Situation Sanitaire (RASS) 2017,https://www.snisdiis.com/wp-content/uploads/2022/03/Rapport-Annuel-sur-la-Situation-Sanitaire-RASS-2017-VF.pdf,"National annual health situation report for 2017. Narrative states 39 meningitis, 432 dengue, 24 yellow fever and no cholera cases in 2017. Table 70 'Cholera' gives suspected and laboratory-confirmed cholera by health region and health district with a national total line 'TOTAL CI 24 571 046 / 31 / 0' - 31 suspected cases and 0 confirmed nationally.",2017-01-01 to 2017-12-31,National Annual Health Report,Active,Level 1,Pending,Enumerated all RASS PDFs from https://www.snisdiis.com/rass/ then pdftotext each and grep for 'chol',French,0,JHU baseline annual rows; WHO GHO annual series,Enumerated all RASS PDFs from https://www.snisdiis.com/rass/ then pdftotext each and grep for 'chol',AI
54,Cote d'Ivoire Ministry of Health Rapport Annuel sur la Situation Sanitaire (RASS) 2018,https://www.snisdiis.com/wp-content/uploads/2022/03/Rapport-Annuel-sur-la-Situation-Sanitaire-RASS-2018-VF.pdf,"National annual health situation report for 2018. Diseases-under-surveillance summary: 33 confirmed meningitis, no confirmed dengue, 9 confirmed yellow fever and no confirmed cholera case in 2018.",2018-01-01 to 2018-12-31,National Annual Health Report,Active,Level 1,Pending,Enumerated all RASS PDFs from https://www.snisdiis.com/rass/ then pdftotext each and grep for 'chol',French,0,JHU baseline annual rows; WHO GHO annual series,Enumerated all RASS PDFs from https://www.snisdiis.com/rass/ then pdftotext each and grep for 'chol',AI
55,WHO Cote d'Ivoire Maladies transmissibles profil epidemiologique 2010,https://www.afro.who.int/sites/default/files/2017-06/WHO_HSE_GAR_DCE_2010.3_fre.pdf,"WHO communicable-diseases epidemiological profile for Cote d'Ivoire (WHO/HSE/GAR/DCE/2010.3). Table 1 gives cholera morbidity, mortality and CFR for 2001-2007 sourced to WER 2008, 83:261-284: 2001 5912/305/5.2%, 2002 4188/143/3.4%, 2003 1034/50/4.8%, 2004 105/9/8.6%, 2005 39/6/15.4%, 2006 414/16/3.6%, 2007 8/1/12.5%. States 'Le cholera est endemique dans toute la Cote d'Ivoire' and that cases are generally distributed over the rainy season.",2001-01-01 to 2007-12-31,WHO Country Epidemiological Profile,Active,Level 1,Pending,WebSearch: Cote d'Ivoire cholera 1995 1996 epidemie Man Danane Odienne Bouake -> afro.who.int country profile PDF,French,0,"WER 2008, 83:261-284 (Cholera 2007); JHU annual rows; WHO GHO series",WebSearch: Cote d'Ivoire cholera 1995 1996 epidemie Man Danane Odienne Bouake -> afro.who.int country profile PDF,AI
56,IRIN Cote d'Ivoire Epidemie de cholera a Abidjan 29 August 2006,https://reliefweb.int/report/c%C3%B4te-divoire/c%C3%B4te-divoire-epid%C3%A9mie-de-chol%C3%A9ra-%C3%A0-abidjan,"IRIN (UN OCHA news service) report of 29 August 2006 published on ReliefWeb on the Abidjan cholera outbreak: 40 confirmed cases and 4 deaths since early July 2006. Traces the outbreak from an index fisherman who died, through 26 cases in the precarious Port-Bouet neighbourhood in the south of the city, to 14 further cases including 2 deaths in August in two of Abidjan's most populous neighbourhoods. Quotes Dr Jean-Baptiste Brindou, director of the Abidjan-Sud health district.",2006-07-01 to 2006-08-29,News Report,Active,Level 3,Pending,WebSearch: Cote d'Ivoire cholera 2006 epidemie Abidjan cas deces juillet aout quartiers precaires,French,0,WHO Cote d'Ivoire epidemiological profile 2010 (national 2006: 414 cases/16 deaths),WebSearch: Cote d'Ivoire cholera 2006 epidemie Abidjan cas deces juillet aout quartiers precaires,AI
57,MSF Cote d'Ivoire Derriere les barreaux des soins - MACA prison Abidjan,https://www.msf.fr/actualites/cote-d-ivoire-derriere-les-barreaux-des-soins,"Medecins Sans Frontieres field report (24 April 2008) on its work in the Maison d'Arret et de Correction d'Abidjan (MACA), the country's largest prison, located in Yopougon commune. Records that cholera first brought MSF to the MACA in 1993, that MSF has worked there continuously since 1997, and that cholera flared again immediately after the attempted coup d'etat of September 2002 with more than 600 cases recorded. Documents a closed-population cholera focus absent from all surveillance series held for Cote d'Ivoire.",1993-01-01 to 2002-12-31,NGO Field Report,Active,Level 2,Pending,WebSearch: Cote d'Ivoire cholera 1991 1992 epidemie Abidjan prison Bouake cas deces OMS -> msf.fr,French,0,JHU annual 2002 (4188 cases/143 deaths); Outbreak of beriberi in a prison in Cote d'Ivoire (Ahoua et al. 2007),WebSearch: Cote d'Ivoire cholera 1991 1992 epidemie Abidjan prison Bouake cas deces OMS -> msf.fr,AI
58,Cote d'Ivoire Ministry of Health Annuaire des Statistiques Sanitaires 2001-2006,https://www.snisdiis.com/wp-content/uploads/2022/03/Annuaire-des-statistiques-sanitaires-2001-2006.pdf,"National health statistics yearbook of the Ministry of Health of Cote d'Ivoire covering 2001-2006, published through the SNIS/DIIS. Table 14 'Nombre de cas de cholera de 2001 a 2006' gives cholera case counts for EVERY health district and health region for each year, with a national line 'RCI' of 0 (2001), 4387 (2002), 1181 (2003), 114 (2004), 39 (2005) and 417 (2006). Section V.2.1.3 additionally gives cholera incidence per 1000 by district. CAVEAT: the 2001 column is zero throughout, i.e. the routine SNIS reporting stream did not capture the 2001 epidemic that the epidemiological surveillance system reported to WHO as 5912 cases - the 2001 zero must NOT be read as absence. Only a curated subset of Table 14 has been extracted into rows; the full district table remains available for Agent 2 geographic expansion.",2001-01-01 to 2006-12-31,National Health Statistics Yearbook,Active,Level 1,Pending,Enumerated PDFs on https://www.snisdiis.com/ after finding the RASS archive; pdftotext + grep 'chol',French,0,RASS 2007-2009; WHO CIV epidemiological profile 2010; JHU annual rows,Enumerated PDFs on https://www.snisdiis.com/ after finding the RASS archive; pdftotext + grep 'chol',AI
59,Cote d'Ivoire Ministry of Health Annuaire des Statistiques Sanitaires 2007-2008,https://www.snisdiis.com/wp-content/uploads/2022/03/Annuaire-des-statistiques-sanitaires-2007-2008.pdf,"National health statistics yearbook for 2007-2008. Table 52/58 'Nombre de cas suspects de cholera dans les districts sanitaires en 2007 et 2008' gives suspected cholera by health region and district with the national line 'ENSEMBLE CI 8 42'. 2007 districts: Adjame-Plateau 1, Yopougon Ouest 1 (Lagunes 1 = 2), Bingerville 2, Port Bouet-Vridi 2 (Lagunes 2 = 4), Korhogo 1, Tengrela 1 (Savanes = 2). 2008 districts: Touba 1, Bouafle 10, Man 22, Tanda 9. Source line: DIPE/SIG 2007-2008. Independently corroborates the RASS 2007-2009 national totals.",2007-01-01 to 2008-12-31,National Health Statistics Yearbook,Active,Level 1,Pending,Enumerated PDFs on https://www.snisdiis.com/; pdftotext + grep 'chol',French,0,RASS 2007-2009 (same national totals 8 and 42),Enumerated PDFs on https://www.snisdiis.com/; pdftotext + grep 'chol',AI
60,INHP Bulletin de Sante Publique de Cote d'Ivoire Vol 02 No 02 surveillance January-May 2024,https://bsp.inspci.org/wp-content/uploads/2024/08/Surveillance-epidemiologique-donnee-jan-mars-2024.pdf,"Bulletin de Sante Publique de Cote d'Ivoire, editorial committee KOUROUMA KR, N'ZI-BOA T, ADOU D, SACKOU-KOUAKOU JG, Service de Surveillance Epidemiologique of the Institut National d'Hygiene Publique (INHP). Covers notifiable-disease surveillance for weeks 1 to 20 of 2024 (January to May). Reports '2 cas suspects de Cholera confirmes negatifs' and a summary table line 'Cholera 2 - -' (2 suspected, no confirmed, no deaths). This is direct national evidence behind the WHO zero-reporting classification of Cote d'Ivoire for 2024.",2024-01-01 to 2024-05-31,National Epidemiological Bulletin,Active,Level 1,Pending,WebSearch: Cote d'Ivoire annuaire statistiques sanitaires bulletin epidemiologique hebdomadaire cholera INHP pdf,French,0,WHO AFRO Monthly Cholera Bulletin December 2024 (metadata index 10); WER Global situation report for cholera 2024 (metadata index 39),WebSearch: Cote d'Ivoire annuaire statistiques sanitaires bulletin epidemiologique hebdomadaire cholera INHP pdf,AI
61,INHP Bulletin Epidemiologique Hebdomadaire Cote d'Ivoire semaine 37 2025 (BSP-CI Vol 03 No 03),https://bsp.inspci.org/wp-content/uploads/2025/10/BSP-3.3_v_05.10.25.pdf,"Weekly epidemiological bulletin of the Service de Surveillance Epidemiologique, Institut National d'Hygiene Publique, for week 37 of 2025 (8-14 September 2025), republished in Bulletin de Sante Publique de Cote d'Ivoire Vol 03 No 03. Reports 550 cumulative cholera cases and 21 deaths (CFR 3.8%) from week 1 to week 37 of 2025, with the five health districts in epidemic listed individually: Port-Bouet-Vridi 201 cases/7 deaths (3.5%), Yopougon Est 301/9 (3%), Sassandra 28/3, Jacqueville 8/2 (25%), Fresco 12/0. Vibrio cholerae O1 isolated in stool by Institut Pasteur de Cote d'Ivoire; the Fresco focus began in week 36 with 11 cases of which 2 laboratory-confirmed. Notification promptness 106/113 health districts (93.8%).",2025-01-01 to 2025-09-14,National Weekly Epidemiological Bulletin,Active,Level 1,Pending,Enumerated PDFs on https://bsp.inspci.org/ after finding the Jan-May 2024 bulletin,French,0,IFRC DREF OU1 as of 30 July 2025 (metadata index 35); WHO sitrep 33 (503/20); IFRC DREF Final Report (556/24),Enumerated PDFs on https://bsp.inspci.org/ after finding the Jan-May 2024 bulletin,AI
62,INHP Bulletin Epidemiologique Hebdomadaire Cote d'Ivoire N931 semaine 27 2026 (BSP-CI Vol 04 No 02),https://bsp.inspci.org/wp-content/uploads/2026/08/BSP-CI-4.2_v-25.08.26_v2.pdf,"Weekly epidemiological bulletin N931/2026 of the Service de Surveillance Epidemiologique, Institut National d'Hygiene Publique, for week 27 of 2026 (29 June to 5 July 2026), republished in Bulletin de Sante Publique de Cote d'Ivoire Vol 04 No 02 (June 2026, deposited 25 August 2026). Cholera section states no suspected cholera case has been notified since the beginning of the year; summary Table IX gives 0 suspected cholera cases for 2026 week 27 against a 2025 median of 13. Notification promptness 109/113 health districts (96.46%); only Boundiali and Prikro failed to report.",2026-01-01 to 2026-07-05,National Weekly Epidemiological Bulletin,Active,Level 1,Pending,Enumerated PDFs on https://bsp.inspci.org/,French,0,WHO WER 101(35) (metadata index 37); IFRC DREF Final Report - outbreak declared over 1 December 2025,Enumerated PDFs on https://bsp.inspci.org/,AI
63,INHP Le Vigile bulletin epidemiologique hebdomadaire No 837 semaine 37 2024,https://bsp.inspci.org/wp-content/uploads/2024/10/Vigile_S37_N%c2%b0837_2024.pdf,"Institut National d'Hygiene Publique weekly epidemiological bulletin 'Le Vigile' No 837, week 37 of 2024. Cholera section: 'Aucun cas suspect de cholera n'a ete notifie au cours de la semaine 37. Trois (03) cas suspects ont ete enregistres depuis le debut de l'annee.' NO ROW ADDED: this refines the cumulative 2024 suspected-case count from 2 (weeks 1-20, row 122) to 3 (weeks 1-37) but adds no coverage, since 2024 is already covered by rows 11 and 122; registered so Agent 5 or Agent 7 can use it when reconciling the three overlapping 2024 records. Le Vigile is published weekly and the archive at bsp.inspci.org is directory-listable by year and month - a high-value untapped seam for weekly Cote d'Ivoire surveillance data.",2024-01-01 to 2024-09-14,National Weekly Epidemiological Bulletin,Active,Level 1,Pending,Directory listing of https://bsp.inspci.org/wp-content/uploads/2024/10/ after finding the Le Vigile series referenced in a search result,French,0,"INHP BSP Vol 02 No 02 (2 suspected cases weeks 1-20 2024, metadata index 60); WHO AFRO Monthly Cholera Bulletin December 2024 (metadata index 10)",Directory listing of https://bsp.inspci.org/wp-content/uploads/2024/10/ after finding the Le Vigile series referenced in a search result,AI
64,Le Patriote via APIDPM Sante tropicale Epidemie de cholera dans le district d'Abidjan 22 June 2011,https://www.santetropicale.com/actus.asp?id=12826&action=lire,"Ivorian press review item dated 22/06/2011, originally published in Le Patriote: 'Epidemie de cholera dans le district d'Abidjan : 15 deces et 577 cas notifies'. Reports the Abidjan district cumulative cholera burden since the start of 2011 as given by the Minister of Health at a press conference.",2011-01-01 to 2011-06-22,News Report,Active,Level 3,Pending,WebSearch: Cote d'Ivoire cholera 2011 933 cas 22 deces septembre epidemie nationale,French,0,"Nord-Sud via Abidjan.net 22 June 2011 (same ministerial press conference, 15 deaths); RASS 2010-2012 national 2011 figures",WebSearch: Cote d'Ivoire cholera 2011 933 cas 22 deces septembre epidemie nationale,AI
65,Nord-Sud via Abidjan.net Epidemies a Abidjan Cholera 15 morts 22 June 2011,https://news.abidjan.net/articles/402256/epidemies-a-abidjan-cholera-15-morts,"Nord-Sud newspaper report of 22 June 2011 on a press conference by Professor Therese N'Dri-Yoman, Minister of Health: 'Abidjan fait face a une epidemie de cholera qui a cause la mort de 15 personnes depuis le debut de l'annee. Abobo, Adjame, Attecoube, Yopougon, Koumassi et Port-Bouet sont touchees par le Vibrio Cholerae'. Independently corroborates the Le Patriote death count and names the six affected Abidjan communes.",2011-01-01 to 2011-06-22,News Report,Active,Level 3,Pending,WebSearch: Cote d'Ivoire cholera Attecoube Adjame Yopougon fevrier 2011 -> abidjan.net article index,French,0,"Le Patriote 22 June 2011 (577 cases / 15 deaths, metadata index 64)",WebSearch: Cote d'Ivoire cholera Attecoube Adjame Yopougon fevrier 2011 -> abidjan.net article index,AI
66,APA Cote d'Ivoire une epidemie de cholera fait 12 deces 13 January 2015,http://news.abidjan.net/h/520445.html,"Agence de Presse Africaine report of 13 January 2015 quoting Minister of Health Raymonde Goudou Coffie on national television: the epidemic that began in the Abidjan district in October 2014 totalled '272 cas dont 12 deces' and had spread to Grand-Lahou, Fresco and Divo. NO ROW ADDED: the case count (272) is consistent with the government's own briefing four days earlier (264) but the death count (12) contradicts it (19). The government briefing of 9 January 2015 is retained as the primary record (row 51); this source is registered so the discrepancy is visible to Agent 5 and Agent 7 rather than silently discarded.",2014-10-01 to 2015-01-13,News Report,Active,Level 3,Pending,WebSearch: Cote d'Ivoire cholera 2014 epidemie 12 deces officiel abidjan.net cas,French,0,"Govt. of Cote d'Ivoire INHP press briefing 9 January 2015 (264 cases / 19 deaths, metadata index 45)",WebSearch: Cote d'Ivoire cholera 2014 epidemie 12 deces officiel abidjan.net cas,AI
67,OCHA Cote d'Ivoire Daily Report 8-9 February 2006 (IRC cholera Zouan-Hounien),https://reliefweb.int/report/c%C3%B4te-divoire/c%C3%B4te-divoire-ocha-daily-report-8-9-feb-2006,"UN OCHA daily situation report for Cote d'Ivoire, 8-9 February 2006, relaying an International Rescue Committee report to OCHA-Man: 31 cholera cases including 2 deaths in the Zouan-Hounien area of the Moyen-Cavally region as of 8 February 2006, attributed to villagers drinking river water after village hand pumps failed; IRC repaired one pump on 7 February. Independently corroborates the western-Cote d'Ivoire cholera activity that the national statistics yearbook records as 344 cases in the Danane health district in 2006.",2006-01-01 to 2006-02-08,Humanitarian Situation Report,Active,Level 2,Pending,WebSearch: OCHA Cote d'Ivoire 2006 MSF Holland cholera western region 321 cases two deaths,English,0,"Annuaire des Statistiques Sanitaires 2001-2006 (Danane 344 cases in 2006, metadata index 58); MSF-Holland/OCHA figure of 321 cases and 2 deaths in western Cote d'Ivoire 30 Jan - 26 Feb 2006",WebSearch: OCHA Cote d'Ivoire 2006 MSF Holland cholera western region 321 cases two deaths,AI
68,WHO AFRO Monthly Regional Cholera Bulletin June 2025,https://iris.who.int/handle/10665/382275,"WHO Regional Office for Africa Monthly Regional Cholera Bulletin for June 2025 (data 1-29 June 2025). Gives Cote d'Ivoire cumulative 100 cases and 7 deaths (CFR 7.0%) as of 29 June 2025 and, uniquely, the MONTHLY split: 'In June, new cases increased from 24 in May to 76. There were 7 deaths reported in May with no death in June.' Also records that all deaths occurred within the first three days of the epidemic and 'occurred in the non-native community, mostly fishermen, of Ghanaian and Togolese origin', and that the Ministry of Health officially declared the outbreak on 5 June 2025. The November 2025 edition of the same series still lists Cote d'Ivoire among the 15 countries with active transmission, consistent with the outbreak being declared over on 1 December 2025.",2025-05-01 to 2025-06-29,WHO Regional Surveillance Bulletin,Active,Level 1,Pending,IRIS REST API search: 'AFRO Cholera Monthly bulletin 2025',English,0,"INHP outbreak investigation 1 July 2025 (109/7 in Port-Bouet-Vridi, metadata index 41); IFRC DREF initial (46/7 as of 9 June, metadata index 34)",IRIS REST API search: 'AFRO Cholera Monthly bulletin 2025',AI
69,WHO AFRO Weekly Bulletin on Outbreaks and other Emergencies Week 24 2025,https://iris.who.int/handle/10665/381856,"WHO AFRO Weekly Bulletin on Outbreaks and other Emergencies, week 24 of 2025 (9-15 June 2025). Its ongoing-events table carries the row 'Cote d'Ivoire | Cholera | Grade 3 | 25-May-25 | 7-Jun-25 | 46 | 3 | 7 | 15.2%', i.e. 46 total cases of which 3 laboratory-confirmed and 7 deaths for the reporting period 25 May to 7 June 2025. The confirmed-case count of 3 appears in no other source found. NOTE ON THIS SERIES: the Cote d'Ivoire row remained frozen at these values in weeks 24, 29, 31, 33, 34 and 35 before jumping to 491/491/20 at 3 August in week 36, so the AFRO weekly bulletin is NOT a usable weekly time series for Cote d'Ivoire; and the 491 'confirmed' value in week 36 duplicates the total-case value and should be treated as a data-entry artefact, not as a confirmed-case count.",2025-05-25 to 2025-06-07,WHO Regional Surveillance Bulletin,Active,Level 1,Pending,IRIS REST API search: 'Weekly bulletin on outbreaks and other emergencies African Region 2025'; PDF ongoing-events table extraction,English,0,"IFRC DREF initial (46 cases/7 deaths as of 9 June, metadata index 34); WHO AFRO Monthly Cholera Bulletin June 2025 (metadata index 68)",IRIS REST API search: 'Weekly bulletin on outbreaks and other emergencies African Region 2025'; PDF ongoing-events table extraction,AI
70,FluTrackers compilation of OCHA Cote d'Ivoire Bulletin Humanitaire cholera figures 2012,https://flutrackers.com/forum/forum/emerging-diseases-other-health-threats-alphabetical-a-thru-h/cholera-incl-haiti-cholera-disaster/128881-ivory-coast-2012-cholera-cases,"Disease-surveillance forum thread compiling the 2012 Cote d'Ivoire cholera figures published in OCHA's Bulletin Humanitaire for Cote d'Ivoire, quoting each edition with attribution: edition #19 of 19 June 2012 ('Between weeks 19 and 23, health authorities have reported 136 cases including 10 deaths'); edition #21 of 17 July 2012 ('At total of 242 cases, 14 deaths were registered so far', seven health districts, Adiake 158 cases/10 deaths, Aboisso 69 cases/3 deaths, plus Yopougon west and east, Cocody, Bingerville and Abobo); edition #23 of 30 September 2012 ('12 health district...been affected, with a total of Counted 413 cases including 19 deaths'). THE PRIMARY OCHA BULLETINS COULD NOT BE RETRIEVED: reliefweb.int serves its attachments through JavaScript and its API rejects unapproved appnames, and the unocha.org archive does not surface these editions. Registered as Level 4 for that reason, despite the figures being strongly corroborated - the 19 deaths for 2012 match the Ministry of Health RASS figure exactly and the 413 national cases sit close to the WHO GHO value of 424.",2012-05-31 to 2012-09-30,Aggregated Outbreak Compilation,Active,Level 4,Pending,WebSearch: Cote d'Ivoire cholera 2012 UNICEF OCHA sitrep Adiake Aboisso Abidjan cases deaths,English,0,RASS 2010-2012 (2012: 589 suspected / 19 deaths - death count matches exactly); WHO GHO 2012 (424 cases); Africhol Adiake study (161 suspected cases May-Oct 2012),WebSearch: Cote d'Ivoire cholera 2012 UNICEF OCHA sitrep Adiake Aboisso Abidjan cases deaths,AI
71,UNICEF Regional Cholera Platform West and Central Africa - Cholera Factsheet Cote d'Ivoire 2017,https://web.archive.org/web/20230425185700if_/https://plateformecholera.info/sites/default/files/2022-11/Cholera%20Factsheet_Ivory%20Coast_2017_SAM.pdf,"Cholera factsheet for Cote d'Ivoire produced by the Regional Cholera Platform for West and Central Africa (UNICEF-supported), based on national epidemiological surveillance data. Reports 8 424 cases and 304 deaths for 2002-2017 (CFR approx 3.6%) and, in Table I, the epidemiological parameters of cholera epidemics BY ADM1 DISTRICT for 2002-2017: cases/deaths, share of national total, CFR, number of epidemics and mean epidemic duration in weeks. Also states that cholera first appeared in Cote d'Ivoire in 1970, that cross-border epidemics occur between Cote d'Ivoire, Ghana and to a lesser extent Liberia along fishermen's migration routes, and that there is NO seasonal trend to cholera epidemics in Cote d'Ivoire, with cases recorded throughout the year - directly relevant to MOSAIC seasonality assumptions, which currently list a May-July rainy-season expectation for this country.",2002-01-01 to 2017-12-31,Regional Platform Country Factsheet,Active,Level 2,Pending,"WebSearch found the factsheet URL; the live plateformecholera.info endpoint returns HTML instead of the PDF, so it was retrieved through the Internet Archive snapshot of 25 April 2023",French,0,RASS series 2007-2020; WHO CIV epidemiological profile 2010; Zenodo 2002-2013 study (8028 suspected / 297 deaths),"WebSearch found the factsheet URL; the live plateformecholera.info endpoint returns HTML instead of the PDF, so it was retrieved through the Internet Archive snapshot of 25 April 2023",AI
