Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
44,WHO Weekly Epidemiological Record - Cholera in 1981 (WER 57(17):131-132),https://iris.who.int/handle/10665/223951,"WHO annual cholera report for 1981. The country table is headed 'Country/Area - Pays/Territoire' and lists non-sovereign territories in their own right (e.g. Trust Territory of the Pacific Islands, Guam, Hong Kong, Macao, Gaza). Neither Namibia nor South West Africa appears anywhere in the 1981 table; the Africa block runs ...Mauritania / Morocco / Mozambique -> Niger / Nigeria / Sao Tome / Senegal / South Africa...",1981-01-01 to 1981-12-31,Annual national/territorial cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,AI
45,WHO Weekly Epidemiological Record - Cholera in 1982 (WER 58(27):205-212),https://iris.who.int/handle/10665/224544,"WHO annual cholera report for 1982. The country table is headed 'Country/Area - Pays/Territoire' and lists non-sovereign territories in their own right (e.g. Trust Territory of the Pacific Islands, Guam, Hong Kong, Macao, Gaza). Neither Namibia nor South West Africa appears anywhere in the 1982 table; the Africa block runs ...Mauritania / Morocco / Mozambique -> Niger / Nigeria / Sao Tome / Senegal / South Africa...",1982-01-01 to 1982-12-31,Annual national/territorial cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,AI
46,WHO Weekly Epidemiological Record - Cholera in 1983 (WER 59(19):141-142),https://iris.who.int/handle/10665/224941,"WHO annual cholera report for 1983. The country table is headed 'Country/Area - Pays/Territoire' and lists non-sovereign territories in their own right (e.g. Trust Territory of the Pacific Islands, Guam, Hong Kong, Macao, Gaza). Neither Namibia nor South West Africa appears anywhere in the 1983 table; the Africa block runs ...Mauritania / Morocco / Mozambique -> Niger / Nigeria / Sao Tome / Senegal / South Africa...",1983-01-01 to 1983-12-31,Annual national/territorial cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,AI
47,WHO Weekly Epidemiological Record - Cholera in 1984 (WER 60(20):149-151),https://iris.who.int/handle/10665/225369,"WHO annual cholera report for 1984. The country table is headed 'Country/Area - Pays/Territoire' and lists non-sovereign territories in their own right (e.g. Trust Territory of the Pacific Islands, Guam, Hong Kong, Macao, Gaza). Neither Namibia nor South West Africa appears anywhere in the 1984 table; the Africa block runs ...Mauritania / Morocco / Mozambique -> Niger / Nigeria / Sao Tome / Senegal / South Africa...",1984-01-01 to 1984-12-31,Annual national/territorial cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,AI
48,WHO Weekly Epidemiological Record - Cholera in 1985 (WER 61(26):197-198),https://iris.who.int/handle/10665/225862,"WHO annual cholera report for 1985. The country table is headed 'Country/Area - Pays/Territoire' and lists non-sovereign territories in their own right (e.g. Trust Territory of the Pacific Islands, Guam, Hong Kong, Macao, Gaza). Neither Namibia nor South West Africa appears anywhere in the 1985 table; the Africa block runs ...Mauritania / Morocco / Mozambique -> Niger / Nigeria / Sao Tome / Senegal / South Africa...",1985-01-01 to 1985-12-31,Annual national/territorial cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,AI
49,WHO Weekly Epidemiological Record - Cholera in 1986 (WER 62(20):141-142),https://iris.who.int/handle/10665/226262,"WHO annual cholera report for 1986. The country table is headed 'Country/Area - Pays/Territoire' and lists non-sovereign territories in their own right (e.g. Trust Territory of the Pacific Islands, Guam, Hong Kong, Macao, Gaza). Neither Namibia nor South West Africa appears anywhere in the 1986 table; the Africa block runs ...Mauritania / Morocco / Mozambique -> Niger / Nigeria / Sao Tome / Senegal / South Africa...",1986-01-01 to 1986-12-31,Annual national/territorial cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,AI
50,WHO Weekly Epidemiological Record - Cholera in 1987 (WER 63(20):145-146),https://iris.who.int/handle/10665/226718,"WHO annual cholera report for 1987. The country table is headed 'Country/Area - Pays/Territoire' and lists non-sovereign territories in their own right (e.g. Trust Territory of the Pacific Islands, Guam, Hong Kong, Macao, Gaza). Neither Namibia nor South West Africa appears anywhere in the 1987 table; the Africa block runs ...Mauritania / Morocco / Mozambique -> Niger / Nigeria / Sao Tome / Senegal / South Africa...",1987-01-01 to 1987-12-31,Annual national/territorial cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,AI
51,WHO Weekly Epidemiological Record - Cholera in 1988 (WER 64(19):141-142),https://iris.who.int/handle/10665/227140,"WHO annual cholera report for 1988. The country table is headed 'Country/Area - Pays/Territoire' and lists non-sovereign territories in their own right (e.g. Trust Territory of the Pacific Islands, Guam, Hong Kong, Macao, Gaza). Neither Namibia nor South West Africa appears anywhere in the 1988 table; the Africa block runs ...Mauritania / Morocco / Mozambique -> Niger / Nigeria / Sao Tome / Senegal / South Africa...",1988-01-01 to 1988-12-31,Annual national/territorial cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,AI
52,WHO Weekly Epidemiological Record - Cholera in 1989 (WER 65(19):141-142),https://iris.who.int/handle/10665/227598,"WHO annual cholera report for 1989. The country table is headed 'Country/Area - Pays/Territoire' and lists non-sovereign territories in their own right (e.g. Trust Territory of the Pacific Islands, Guam, Hong Kong, Macao, Gaza). Neither Namibia nor South West Africa appears anywhere in the 1989 table; the Africa block runs ...Mauritania / Morocco / Mozambique -> Niger / Nigeria / Sao Tome / Senegal / South Africa...",1989-01-01 to 1989-12-31,Annual national/territorial cholera notification table,Active,Level 1,Pending,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,English/French,0,,IRIS DSpace discover API enumeration of WER annual cholera articles 1970-1997; PDF via IRIS bitstream API; pdftotext + OCR-tolerant grep for Namibia/South West Africa/Ovambo/Caprivi/Windhoek/Walvis/Kaokoland,AI
53,WHO Multi-country Outbreak of Cholera Epidemiological Update No. 38 (30 June 2026),https://cdn.who.int/media/docs/default-source/documents/emergencies/situation-reports/20260630_multi-country_outbreak-of-cholera_epidemiological_update_38.pdf,"Table 1 row: Namibia 213 cases, 0 deaths, CFR 0.0, 7 per 100 000; last-28-days columns blank (no new cases). Cumulative unchanged from Update No. 37 (213 as of 26 April 2026), i.e. no new cases in May or June 2026.",2026-01-01 to 2026-06-30,GTFCC multi-country cumulative table,Active,Level 1,Pending,WebSearch: WHO Multi-country outbreak of cholera epidemiological update 38 2026 Namibia,en,0,,WebSearch: WHO Multi-country outbreak of cholera epidemiological update 38 2026 Namibia,AI
54,The Namibian - Namibia declares cholera outbreak over (15 July 2026),https://www.namibian.com.na/namibia-declares-cholera-outbreak-over/,"Health Minister Esperance Luvindao public notice declaring the 2025-2026 cholera outbreak over. Final outbreak totals: 282 suspected, 82 laboratory-confirmed, 1 death; Grootfontein 52 confirmed, Opuwo 30 confirmed; figures as of 22 April 2026.",2025-11-19 to 2026-07-15,"National outbreak closure notice, MoHSS figures",Active,Level 2,Pending,WebSearch: Namibia cholera outbreak declared over Grootfontein Otjozondjupa 2026,en,0,,WebSearch: Namibia cholera outbreak declared over Grootfontein Otjozondjupa 2026,AI
55,"WHO Weekly Epidemiological Record - Cholera, 2006 (WER 82(31):273-284)",https://iris.who.int/handle/10665/240979,"First year Namibia EVER appears in a WER annual cholera notification table: 'Namibia/Namibie 185 5'. Narrative: the Angolan epidemic 'spread across the Kunene river in the south to neighboring Namibia, which recorded 185 cases including 5 deaths'. Establishes the 1970-2005 non-appearance of Namibia as a genuine discontinuity, not a gap in the WER series itself.",2006-01-01 to 2006-12-31,Annual national cholera notification table,Active,Level 1,Pending,"IRIS DSpace discover API: query 'Cholera, 2006'",en,0,,"IRIS DSpace discover API: query 'Cholera, 2006'",AI
56,"WHO Weekly Epidemiological Record - Cholera: Review of Recent Situation, 1976 (WER 52(19):165-168)",https://iris.who.int/handle/10665/221355,"The 1976 annual cholera review, published in WER 52(19) of 13 May 1977 rather than as a separately catalogued 'Cholera in 1976' article. Table 1 'Cases of Cholera Notified to WHO, 1976' is headed 'Countries and Areas - Pays et zones' and lists the complete Africa set for 1976: Benin, Cape Verde, Comoros, Ghana, Kenya, Liberia, Malawi, Morocco, Nigeria, Southern Rhodesia, United Republic of Cameroon (11 countries, 2711 cases). Neither Namibia nor South West Africa appears. Territories are listed in their own right (Gaza Strip, Hong Kong Terr., Southern Rhodesia).",1976-01-01 to 1976-12-31,Annual national/territorial cholera notification table,Active,Level 1,Pending,"IRIS discover API + bitstream download of all WER 1977 vol.52 issues 15-23, grepped for 'Cases of Cholera Notified to WHO, 1976'",English/French,0,,"IRIS discover API + bitstream download of all WER 1977 vol.52 issues 15-23, grepped for 'Cases of Cholera Notified to WHO, 1976'",AI
57,WHO AFRO Monthly Regional Cholera Bulletin: February 2025,https://iris.who.int/handle/10665/381148,"Enumerates the 16 WHO African Region countries affected by cholera in 2025 as of 28 February 2025. Namibia is NOT among them. The January 2025 bulletin likewise enumerates 14 affected countries without Namibia. Namibia first appears in the March 2025 bulletin with 1 case, outbreak start month Mar-25, first case 02-Mar-25.",2025-01-01 to 2025-02-28,WHO African Region monthly cholera surveillance bulletin,Active,Level 1,Pending,WebSearch: WHO AFRO Weekly/Monthly Regional Cholera Bulletin Namibia March 2025; then IRIS discover API query 'Cholera Monthly bulletin' and bitstream download of Jan-May 2025 bulletins,en,0,,WebSearch: WHO AFRO Weekly/Monthly Regional Cholera Bulletin Namibia March 2025; then IRIS discover API query 'Cholera Monthly bulletin' and bitstream download of Jan-May 2025 bulletins,AI
58,WHO AFRO Monthly Regional Cholera Bulletin: March 2025,https://iris.who.int/handle/10665/381652,"Table 1 row: Namibia 1 case, 0 deaths, CFR 0, cumulative 1/0, outbreak start Mar-25, date of last/first case 02-Mar-25. Country narrative gives the full MoHSS account of the Opuwo District Hospital index case.",2025-03-01 to 2025-03-30,WHO African Region monthly cholera surveillance bulletin,Active,Level 1,Pending,IRIS discover API query 'Cholera Monthly bulletin'; bitstream download,en,0,,IRIS discover API query 'Cholera Monthly bulletin'; bitstream download,AI
59,WHO/Our World in Data compiled cholera reported-cases series 1949-2024,https://ourworldindata.org/grapher/number-reported-cases-of-cholera,"Independent corroboration of Namibia's pre-2005 absence. The full CSV (3215 country-year records, earliest year 1949) contains exactly SEVEN Namibia rows: 2005=0, 2006=185, 2007=14, 2008=3496, 2009=159, 2013=3, 2014=485. There is NO Namibia record for any year before 2005, whereas Angola runs from 1971, South Africa/Zimbabwe/Mozambique/Malawi from 1973 and Zambia from 1978. Namibia and Botswana are the only southern-African countries in the series whose record begins in 2005.",1949-01-01 to 2024-12-31,Compiled national annual cholera case series (WHO GHO 1949-1999 + WHO Cholera Dashboard 2000-2024),Active,Level 2,Pending,WebSearch: Our World in Data cholera reported cases WHO dataset; then direct CSV download of the grapher endpoint,en,0,,WebSearch: Our World in Data cholera reported cases WHO dataset; then direct CSV download of the grapher endpoint,AI
60,"WHO Weekly Epidemiological Record 101(35), 4 September 2026 - Multi-country outbreak of cholera (data as of 26 July 2026)",https://iris.who.int/server/api/core/items/a07ba01a-8292-41b2-b89d-4172b80f0ed5,"From July 2026 the monthly WHO cholera epidemiological update is published inside the Weekly Epidemiological Record. Table 1 'Reported cholera and AWD cases and deaths by WHO Region, as of 26 July 2026' gives Namibia 213 cases, 0 deaths, CFR 0.0, 7 per 100 000, with the last-28-days cases and deaths columns shown as '-'. The 213 cumulative is unchanged from Update No. 37 (26 April 2026) and Update No. 38 (30 June 2026), i.e. no new cases between 27 April and 26 July 2026. NOTE: the Namibia line in WER 101(36-37) is LEPROSY (Table 5, Global leprosy situation 2025), not cholera - do not confuse the two.",2026-01-01 to 2026-07-26,"GTFCC multi-country cumulative cholera/AWD table, published in WER",Active,Level 1,Pending,"IRIS discover API enumeration of 'Weekly Epidemiological Record, 2026' full issues; bitstream download of issues 25-37; grep for Namibia + cholera",en,0,,"IRIS discover API enumeration of 'Weekly Epidemiological Record, 2026' full issues; bitstream download of issues 25-37; grep for Namibia + cholera",AI
61,The Namibian - Zambezi diarrhoea outbreak claims 11 children (25 August 2026),https://www.namibian.com.na/zambezi-diarrhoea-outbreak-claims-11-children/,"CRITICAL GAP-CLASSIFICATION EVIDENCE, NOT a cholera data row. Zambezi Region (Katima Mulilo area) acute diarrhoea outbreak: 1146 cases in epidemiological week 31 of 2026 (722 under-5, 424 over-5), 66 admissions, 11 deaths all in under-5s, CFR 0.95%; facilities Ngweze Clinic, Katima Mulilo Hospital, Mavuluma, Masokotwane, Lisikili and Katima clinics. Cases reported to have risen from 1146 to 6960 between 24 and 30 August 2026. The Health Minister states 'the available situation report does not specify a confirmed cause or causative organism for the reported diarrhoea cases' and declined to speculate pending investigation. Cholera is NEITHER confirmed NOR excluded, so no cholera row can be written - but this means the 2026-08/09 period MUST NOT be zero-filled for cholera.",2026-07-27 to 2026-08-30,National press report of an uncharacterised acute watery diarrhoea outbreak,Active,Level 3,Pending,WebSearch: Namibia Zambezi region diarrhoea outbreak 2026 children deaths cholera Katima Mulilo; then WebFetch of the article,en,0,,WebSearch: Namibia Zambezi region diarrhoea outbreak 2026 children deaths cholera Katima Mulilo; then WebFetch of the article,AI
62,UN Resident Coordinator Namibia - Cholera Outbreak Situation Report No. 2 (as of 21 Feb 2014),https://reliefweb.int/report/namibia/namibia-cholera-outbreak-office-resident-coordinator-situation-report-no-2-21-feb,"Highlights: '32 cases recorded in the capital city, Windhoek, with 2 fatalities, since 5 February, 2014. 7 new cases in Opuwo District, Kunene and 2 cases in Okahandja district, Otjozondjupa, with one fatality. National case fatality rate is 3.5%; Windhoek is 6.3%.' First and only documentation found of 2014 cholera cases in Okahandja district, Otjozondjupa Region.",2013-11-16 to 2014-02-21,UN Resident Coordinator situation report,Active,Level 2,Pending,curl + HTML-strip of the ReliefWeb disaster page link list for ep-2014-000025-nam (bypasses the 403 that WebFetch receives),en,0,,curl + HTML-strip of the ReliefWeb disaster page link list for ep-2014-000025-nam (bypasses the 403 that WebFetch receives),AI
63,Government of Namibia MoHSS - Update on the cholera outbreak in Kunene region (9 January 2014),https://reliefweb.int/report/namibia/update-cholera-outbreak-kunene-regions,"MoHSS: 'The number of cholera suspected cases treated in the Kunene Region at health facilities has raised from 89 (yesterday) to 276 (today) (16 November 2013 to 09 January 2014). One more death that occurred last week was recorded in the region bringing the total number of death to 8.' Also: 38 suspected-cholera inpatients at Opuwo District Hospital that day, down from 56; hospital capacity 80; 6 isolation tents erected. RESOLVES the 138-vs-316 discrepancy: a government count of 276 for Kunene on 9 Jan 2014 is consistent with WHO's 316 for Opuwo district on 12 Jan and shows the OCHA map figure of 138 (10 Jan, AI row 2) was constituency-scoped or lagged.",2013-11-16 to 2014-01-09,Ministry of Health and Social Services outbreak update,Active,Level 1,Pending,curl + HTML-strip of ReliefWeb disaster page ep-2014-000025-nam link list,en,0,,curl + HTML-strip of ReliefWeb disaster page ep-2014-000025-nam link list,AI
64,IFRC - Concerns in Namibia as cholera outbreak reaches nation's capital (21 March 2014),https://reliefweb.int/report/namibia/concerns-namibia-cholera-outbreak-reaches-nation-s-capital,"Interim Windhoek/Khomas figure not written as a row to avoid a third overlapping Khomas record: 'There have now been 39 suspected cases of cholera in Windhoek, with three confirmed cases' (21 March 2014), plus 'the death of a 60 year old man in Katutura'. This is the ONLY laboratory-confirmed count found for the Khomas arm (3 cCh) and sits between AI row 4 (32 sCh as of 2014-02-21) and AI row 56 (70 sCh / 2 deaths as of 2014-04-26). Also confirms 'This is the first time cholera has been identified in Windhoek' and that it was a different strain from the northern outbreak. Flagged for Agent 5 (cross-reference integrator).",2014-02-05 to 2014-03-21,IFRC field report,Active,Level 2,Pending,curl + HTML-strip of ReliefWeb disaster page ep-2014-000025-nam link list,en,0,,curl + HTML-strip of ReliefWeb disaster page ep-2014-000025-nam link list,AI
65,"Namibia Red Cross Society - Close to 300,000 population affected by floods in northern Namibia (16 March 2009)",https://reliefweb.int/report/namibia/close-300-000-population-affected-floods-northern-region-namibia,"Namibia Red Cross Society report on the 2009 Cuvelai-basin floods (Omusati, Ohangwena, Oshana, Oshikoto; ~300 000 affected; state of emergency declared). Contains the only sub-national cholera breakdown found for 2009: 'Kunene region reported an outbreak of cholera in Okanguati and Opuwo areas. The Ministry of Health reported 143 cases out of which 9 were confirmed cholera.'",2009-01-01 to 2009-03-16,National Red Cross Society flood situation report,Active,Level 2,Pending,WebSearch site:reliefweb.int namibia cholera 2008 2009 Engela Ohangwena; then curl + HTML-strip retrieval,en,0,,WebSearch site:reliefweb.int namibia cholera 2008 2009 Engela Ohangwena; then curl + HTML-strip retrieval,AI
66,"WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies, Week 33: 10-16 August 2026",https://iris.who.int/handle/10665/387514,"Namibia cholera row: grade Ungraded, notified 2-Dec-25, onset 19-Nov-25, LAST UPDATE 8-Apr-26, cumulative 277 cases / 82 confirmed / 0 deaths. Narrative: 'As of 7 April 2026, a total of 277 suspected cholera cases have been reported, of which 82 are confirmed (52 by culture and 30 Epi-linked), 9 are probable cases, and 6 [cases] with pending culture results, while 180 suspected cases tested negative. Of the confirmed cases, 30 are from Opuwo district.' CORROBORATES AI rows 51 (Opuwo 30 cCh) and 52 (Grootfontein 52 cCh, i.e. 82 minus Opuwo's 30). CONFLICT: WHO AFRO records 0 deaths where MoHSS via The Namibian records 1 death in Opuwo (AI row 51) - unresolved, flagged for Agent 5/7. GAP EVIDENCE: the same 'last update 8-Apr-26' appears unchanged in the weeks 30, 31, 32 and 33 bulletins of 2026 (20 July to 16 August 2026), confirming Namibia had submitted no cholera update since 8 April 2026 - non-reporting, NOT documented absence. The week 33 bulletin also does NOT classify the Zambezi Region diarrhoea outbreak as cholera.",2025-11-19 to 2026-04-08,"WHO African Region weekly outbreak bulletin, ongoing-events table",Active,Level 1,Pending,IRIS discover API enumeration of 'Weekly Bulletin on Outbreak and other Emergencies' 2026; bitstream download of weeks 30-33; grep Namibia,en,0,,IRIS discover API enumeration of 'Weekly Bulletin on Outbreak and other Emergencies' 2026; bitstream download of weeks 30-33; grep Namibia,AI
67,WHO AFRO Monthly Regional Cholera Bulletin: June 2025,https://iris.who.int/handle/10665/382275,"Table row: Namibia 13 cases, 1 death, CFR 7.7%, outbreak start Mar-25, last update 29-Jun-25. Country narrative: 'No new case reported from the country since April. There is ongoing surveillance at the border towns with Angola. As of 29 June, Namibia has reported 13 cases and one death with a CFR of 7.7%. New cases emerged after the last case on 11 March, 2025 in the same Kunene region. A total of twelve (12) suspected cases have been reported since 9 June 2025. Of the twelve suspected cases, six cases were positive for Vibrio cholerae 01 Ogawa. Unfortunately, the index case, demised on the 9 June 2025. All cases were from the same households. The Minister of Health and Social Services declared the cholera outbreak on 19 June 2025.' Interim national snapshot nested inside AI row 11 (Kunene 18 sCh / 9 cCh / 1 death, 2025-06-09..2025-08-14); not written as a separate row to avoid a nested national/provincial duplicate. Serotype: V. cholerae O1 Ogawa.",2025-03-02 to 2025-06-29,WHO African Region monthly cholera surveillance bulletin,Active,Level 1,Pending,IRIS discover API enumeration of 'Monthly Regional Cholera Bulletin'; bitstream download; grep Namibia,en,0,,IRIS discover API enumeration of 'Monthly Regional Cholera Bulletin'; bitstream download; grep Namibia,AI
68,"WHO Support for Rapid Health Assessment & Response Strategy - Ohangwena and Oshana Regions, Namibia, 19-20 March 2008",https://web.archive.org/web/2020id_/https://www.who.int/hac/crises/international/safrica/WHO%20Report%20Rapid%20Assessment%20Namibia-Final.pdf,"WHO field mission report (Coulibaly FZ, Yao M, Tiruneh DA, Mhata P) on the 2008 Namibia flood emergency; district-level cholera figures for Engela district (Ohangwena) and situation in Oshana region. Original who.int/hac URL is dead (404); recovered via Internet Archive.",2008-02-23 to 2008-03-20,District-level outbreak assessment,Active,Level 1,Pending,"Citation chain from Wikipedia 2008 Namibia floods reference list, then Internet Archive recovery of dead who.int/hac PDF",en,2,,"Citation chain from Wikipedia 2008 Namibia floods reference list, then Internet Archive recovery of dead who.int/hac PDF",AI
