Index,Source,URL,Description,Date_Range,Data_Type,Status,Reliability_Level,Validation_Status,Search_Technique,Language_Original,Citation_Depth,Cross_References,Discovery_Method,source_database
53,"Burden of childhood diarrhea and cholera outbreaks in the Lake Tana Basin (Ethiopia): Review (Afr Health Sci 2024;24(3):302-312, PMC12327110)",https://pmc.ncbi.nlm.nih.gov/articles/PMC12327110/,"REGISTERED BUT DELIBERATELY NOT EXTRACTED - FAILS GEOGRAPHIC ARITHMETIC. Table 3 reports Lake Tana Basin cholera as 'Aug-Sep 2006: 13386, CFR = 1.6', 'June-Sep 2016: 3565; CFR = 0.8', 'Jun-Aug 2017: 3207'. The 2006 figure cannot stand: WHO Disease Outbreak News of 4 Oct 2006 (metadata Index 46) puts the ENTIRE Ethiopian AWD epidemic at 22,101 cases to 28 Sep 2006 and states Oromiya alone accounted for 79 percent of them (approx 17,460), leaving at most about 4,600 for every other region combined - so 13,386 in the Amhara Lake Tana Basin over Aug-Sep 2006 would make the parts exceed the whole. The paper is also internally inconsistent on 3207, stating in the body that 'A four-year data analysis showed that 3207 cholera cases were recorded in 2014, 2016 and 2017' (a three-year total) while Table 3 assigns the same 3207 to Jun-Aug 2017 alone; and 3565 for 2016 alone would then exceed that three-year total. Because one Table 3 row demonstrably fails an arithmetic check, none of the three were extracted. The Lake Tana Basin is also a hydrological area spanning 61 districts across several Amhara zones, not an administrative unit. Left for Agent 5 to adjudicate against the primary references (refs 40-43) if it can obtain them.",2006-08-01 to 2017-08-31,Surveillance review,Active,Level 2,Pending,PubMed MCP esummary triage -> elink PMID 40777962 -> WebFetch PMC12327110 -> curl + HTML parse to recover Table 3 verbatim; cross-checked against WebFetch of WHO DON 2006_10_04,en,1,"Amhara Health Bureau district extracts, 61 districts of the Lake Tana Basin",PubMed MCP esummary triage -> elink PMID 40777962 -> WebFetch PMC12327110 -> curl + HTML parse to recover Table 3 verbatim; cross-checked against WebFetch of WHO DON 2006_10_04,AI
54,"Determinants of recovery time from cholera in a conflict-affected agro-pastoral region of Ethiopia: evidence from survival models - Ale Zone (Conflict and Health 2026;20(1), PMC13548465)",https://pmc.ncbi.nlm.nih.gov/articles/PMC13548465/,"Retrospective cohort of all cholera treatment centre admissions in Ale Zone, Jan-Oct 2023, drawn from the zone health office weekly cholera report",2023-01-01 to 2023-10-31,Surveillance,Active,Level 1,Pending,PubMed MCP: search_articles 'cholera Ethiopia outbreak' -> esummary triage -> get_article_metadata PMID 42337795 -> WebFetch PMC13548465,en,0,Ale Zone Health Office cholera weekly report; cholera treatment centre patient care follow-up cards,PubMed MCP: search_articles 'cholera Ethiopia outbreak' -> esummary triage -> get_article_metadata PMID 42337795 -> WebFetch PMC13548465,AI
55,"Ethiopia Public Health Emergencies Weekly Bulletin, 28 October 2025 (WHO Country Office Ethiopia / EPHI) - regional cholera table, 01 Jan - 12 Oct 2025",https://iris.who.int/handle/10665/383345,"WHO Ethiopia Country Office / EPHI weekly public health emergencies bulletin containing the table 'Distribution of cholera cases by region with active outbreaks, 01 Jan - 12 October 2025' with cases, deaths, CFR and active-woreda counts for six regions",2025-01-01 to 2025-10-12,Surveillance,Active,Level 1,Pending,WHO IRIS REST API: /server/api/discover/search/objects?query=Ethiopia Public Health Emergencies Weekly Bulletin -> item db3cad8b -> ORIGINAL bundle -> bitstream 9e2b15d5 /content -> pdftotext -layout,en,0,EPHI PHEM surveillance; cross-checked against WHO multi-country cholera sitreps 31 and epi update 33,WHO IRIS REST API: /server/api/discover/search/objects?query=Ethiopia Public Health Emergencies Weekly Bulletin -> item db3cad8b -> ORIGINAL bundle -> bitstream 9e2b15d5 /content -> pdftotext -layout,AI
56,"Ethiopia - Cholera Cases by Region 2024 (EPHI via Ethiopian Disaster Risk Management Commission monthly bulletin, HDX dataset ethiopia-cholera-cases-by-region)",https://data.humdata.org/dataset/ethiopia-cholera-cases-by-region,"Cumulative 2024 cholera cases and deaths for 11 Ethiopian regions at epi-week 46, as reported by EPHI and compiled by EDRMC. The workbook also carries a second sheet, 'Epi Curve', giving WEEKLY 2024 case counts for Afar, Amhara, Benishangul-Gumuz, Oromia, South Ethiopia, Sidama and Tigray (epi-weeks 1-47) sourced from the EPHI Dashboard - weekly sub-national resolution that was NOT extracted as rows here to avoid duplicating the cumulative rows, but is available in the file for modelling use. Local copy parsed at /tmp/eth_chol_2024.xlsx",2024-01-01 to 2024-11-17,Surveillance,Active,Level 1,Pending,HDX CKAN API: /api/3/action/package_search?q=cholera Ethiopia -> dataset ethiopia-cholera-cases-by-region -> resource ethiopia-cholera-cases-2024.xlsx -> openpyxl parse,en,0,EPHI Dashboard weekly epi curve by region (sheet 2 of the same workbook); EDRMC Monthly English Bulletin https://edrmc.gov.et/early-warning-response/bulletins/monthly-english-bulletin/,HDX CKAN API: /api/3/action/package_search?q=cholera Ethiopia -> dataset ethiopia-cholera-cases-by-region -> resource ethiopia-cholera-cases-2024.xlsx -> openpyxl parse,AI
57,"EDRMC Early Warning English Monthly Bulletin, November 2025 (Ethiopian Disaster Risk Management Commission) - Table 5 human disease condition across regions",https://edrmc.gov.et/sites/default/files/EW%20English%20Monthly%20Bulletin%20of%20November%2C%202025.pdf,"EDRMC monthly early-warning bulletin, Table 5 'The human disease condition across Regions during November 2025', giving zone- and woreda-level cholera case counts",2025-11-01 to 2025-11-30,Surveillance,Active,Level 1,Pending,edrmc.gov.et monthly English bulletin index -> November 2025 edition -> direct PDF at /sites/default/files/ -> pdftotext -layout,en,0,Regional health bureau reports compiled by EDRMC early warning; same series that feeds the HDX dataset at metadata Index 56,edrmc.gov.et monthly English bulletin index -> November 2025 edition -> direct PDF at /sites/default/files/ -> pdftotext -layout,AI
58,"EDRMC Early Warning English Monthly Bulletin, February 2025 (citing EPHI)",https://edrmc.gov.et/sites/default/files/EW%20English%20Monthly%20Bulletin%20of%20February%2C%202025.pdf,Cholera section giving cumulative regional cases/deaths to 24 Feb 2025 and a discrete-period Gambella figure for 11 Feb - 4 Mar 2025,2025-01-01 to 2025-03-04,Surveillance,Active,Level 1,Pending,edrmc.gov.et monthly English bulletin index -> direct PDF at /sites/default/files/ -> pdftotext -layout,en,0,Ethiopian Public Health Institute (EPHI) data as cited by EDRMC,edrmc.gov.et monthly English bulletin index -> direct PDF at /sites/default/files/ -> pdftotext -layout,AI
59,"EDRMC Early Warning English Monthly Bulletin, March 2025 (citing EPHI)",https://edrmc.gov.et/sites/default/files/EW%20English%20Monthly%20Bulletin%20of%20March%2C%202025.pdf,Section 4.2.1 Cholera Outbreak: cumulative regional cases and deaths for Gambella and Amhara to 27 Mar 2025,2025-01-01 to 2025-03-27,Surveillance,Active,Level 1,Pending,edrmc.gov.et monthly English bulletin index -> direct PDF at /sites/default/files/ -> pdftotext -layout,en,0,Ethiopian Public Health Institute (EPHI) data as cited by EDRMC,edrmc.gov.et monthly English bulletin index -> direct PDF at /sites/default/files/ -> pdftotext -layout,AI
60,"EDRMC Early Warning English Monthly Bulletin, April 2025 (citing EPHI)",https://edrmc.gov.et/sites/default/files/EW%20English%20Monthly%20Bulletin%20of%20April%2C%202025.pdf,Cholera Outbreak section: cumulative regional cases and deaths for Gambella and Amhara to 23 Apr 2025,2025-01-01 to 2025-04-23,Surveillance,Active,Level 1,Pending,edrmc.gov.et monthly English bulletin index -> direct PDF at /sites/default/files/ -> pdftotext -layout,en,0,Ethiopian Public Health Institute (EPHI) data as cited by EDRMC,edrmc.gov.et monthly English bulletin index -> direct PDF at /sites/default/files/ -> pdftotext -layout,AI
61,"EDRMC Early Warning English Monthly Bulletin, May 2025 (citing EPHI)",https://edrmc.gov.et/sites/default/files/EW%20English%20Monthly%20Bulletin%20of%20May%2C%202025.pdf,Cholera Outbreak section: cumulative regional cases and deaths for Amhara and Gambella to 21 May 2025,2025-01-01 to 2025-05-21,Surveillance,Active,Level 1,Pending,edrmc.gov.et monthly English bulletin index -> direct PDF at /sites/default/files/ -> pdftotext -layout,en,0,Ethiopian Public Health Institute (EPHI) data as cited by EDRMC,edrmc.gov.et monthly English bulletin index -> direct PDF at /sites/default/files/ -> pdftotext -layout,AI
62,"EDRMC Early Warning English Monthly Bulletin, June 2025 (citing EPHI) - Table 1 human disease condition across regions",https://edrmc.gov.et/sites/default/files/EW%20English%20Monthly%20Bulletin%20of%20June%2C%202025.pdf,"Table 1 giving ZONE-level cholera case counts for June 2025: Oromia/Arsi, Amhara/West Gojjam, Amhara/Central Gondar",2025-06-01 to 2025-06-30,Surveillance,Active,Level 1,Pending,edrmc.gov.et monthly English bulletin index -> direct PDF at /sites/default/files/ -> pdftotext -layout,en,0,Ethiopian Public Health Institute (EPHI) data as cited by EDRMC,edrmc.gov.et monthly English bulletin index -> direct PDF at /sites/default/files/ -> pdftotext -layout,AI
63,"EDRMC Early Warning and Response English Monthly Bulletin, January 2020",https://edrmc.gov.et/sites/default/files/EWR%20English%20Monthly%20Bulletin%20of%20January%202020.pdf,Human Health section: SNNPR and Somali regional cholera counts with woreda and zone attribution for January 2020,2020-01-01 to 2020-01-31,Surveillance,Active,Level 1,Pending,"edrmc.gov.et monthly English bulletin archive (pages 0-17, reaching back to 2013) -> direct PDF -> pdftotext -layout",en,0,"Regional Early Warning reports / Regional Health Bureaux, compiled by EDRMC (then NDRMC) Early Warning and Response Directorate","edrmc.gov.et monthly English bulletin archive (pages 0-17, reaching back to 2013) -> direct PDF -> pdftotext -layout",AI
64,"EDRMC Early Warning and Response English Monthly Bulletin, February 2020",https://edrmc.gov.et/sites/default/files/EWR%20English%20Monthly%20Bulletin%20of%20February%202020.pdf,"Human Health section: SNNPR, Oromia and Somali regional cholera counts with woreda-level breakdowns for February 2020",2020-02-01 to 2020-02-29,Surveillance,Active,Level 1,Pending,"edrmc.gov.et monthly English bulletin archive (pages 0-17, reaching back to 2013) -> direct PDF -> pdftotext -layout",en,0,"Regional Early Warning reports / Regional Health Bureaux, compiled by EDRMC (then NDRMC) Early Warning and Response Directorate","edrmc.gov.et monthly English bulletin archive (pages 0-17, reaching back to 2013) -> direct PDF -> pdftotext -layout",AI
65,"EDRMC Early Warning and Response English Monthly Bulletin, August 2020",https://edrmc.gov.et/sites/default/files/EWR%20English%20Monthly%20Bulletin%20of%20August%202020.pdf,Human Health section: Sidama Region cholera count for August 2020,2020-08-01 to 2020-08-31,Surveillance,Active,Level 1,Pending,"edrmc.gov.et monthly English bulletin archive (pages 0-17, reaching back to 2013) -> direct PDF -> pdftotext -layout",en,0,"Regional Early Warning reports / Regional Health Bureaux, compiled by EDRMC (then NDRMC) Early Warning and Response Directorate","edrmc.gov.et monthly English bulletin archive (pages 0-17, reaching back to 2013) -> direct PDF -> pdftotext -layout",AI
66,"EDRMC Early Warning and Response English Monthly Bulletin, October 2020",https://edrmc.gov.et/sites/default/files/EWR%20English%20Monthly%20Bulletin%20of%20October%202020.pdf,Human Health section: Oromia West Guji zone woreda-level cholera counts for October 2020,2020-10-01 to 2020-10-31,Surveillance,Active,Level 1,Pending,"edrmc.gov.et monthly English bulletin archive (pages 0-17, reaching back to 2013) -> direct PDF -> pdftotext -layout",en,0,"Regional Early Warning reports / Regional Health Bureaux, compiled by EDRMC (then NDRMC) Early Warning and Response Directorate","edrmc.gov.et monthly English bulletin archive (pages 0-17, reaching back to 2013) -> direct PDF -> pdftotext -layout",AI
67,"EDRMC Early Warning and Response English Monthly Bulletin, December 2020",https://edrmc.gov.et/sites/default/files/EWR%20English%20Monthly%20Bulletin%20of%20December%202020.pdf,"Human Health section: SNNPR, Oromia and Gambela regional cholera counts with full woreda breakdowns and deaths for December 2020",2020-12-01 to 2020-12-31,Surveillance,Active,Level 1,Pending,"edrmc.gov.et monthly English bulletin archive (pages 0-17, reaching back to 2013) -> direct PDF -> pdftotext -layout",en,0,"Regional Early Warning reports / Regional Health Bureaux, compiled by EDRMC (then NDRMC) Early Warning and Response Directorate","edrmc.gov.et monthly English bulletin archive (pages 0-17, reaching back to 2013) -> direct PDF -> pdftotext -layout",AI
68,EDRMC Early Warning and Response Monthly Bulletin for April - May 2021 (analysis month: April 2021),https://edrmc.gov.et/sites/default/files/Early%20Warning%20and%20Response%20Monthly%20Bulletin%20for%20April%20-%20May%2C%202021.pdf,"Human Health section: SNNPR, Oromia and Somali cholera counts with woreda attribution. Running header confirms the analysis month is April 2021",2021-04-01 to 2021-04-30,Surveillance,Active,Level 1,Pending,"edrmc.gov.et monthly English bulletin archive (pages 0-17, reaching back to 2013) -> direct PDF -> pdftotext -layout",en,0,"Regional Early Warning reports / Regional Health Bureaux, compiled by EDRMC (then NDRMC) Early Warning and Response Directorate","edrmc.gov.et monthly English bulletin archive (pages 0-17, reaching back to 2013) -> direct PDF -> pdftotext -layout",AI
69,"EDRMC Early Warning and Response English Monthly Bulletin, May 2021",https://edrmc.gov.et/sites/default/files/EWR%20English%20Monthly%20Bulletin%20of%20May%202021.pdf,Human Health section: Oromia cholera count with Bale and West Guji woreda attribution for May 2021,2021-05-01 to 2021-05-31,Surveillance,Active,Level 1,Pending,"edrmc.gov.et monthly English bulletin archive (pages 0-17, reaching back to 2013) -> direct PDF -> pdftotext -layout",en,0,"Regional Early Warning reports / Regional Health Bureaux, compiled by EDRMC (then NDRMC) Early Warning and Response Directorate","edrmc.gov.et monthly English bulletin archive (pages 0-17, reaching back to 2013) -> direct PDF -> pdftotext -layout",AI
70,"EDRMC Early Warning and Response English Monthly Bulletin, March 2021 - REGISTERED BUT NOT EXTRACTED (internally inconsistent cholera figures)",https://edrmc.gov.et/sites/default/files/EWR%20English%20Monthly%20Bulletin%20of%20March%202021.pdf,"NOT EXTRACTED. The March 2021 issue states: 'Oromia Region:- During the reporting period 77 cholera disease outbreak have been reported from Gelana Woreda (532 cases) of West Guji Zone and Meda Walabu Woreda (27 cases) of Bale Zone.' This is internally impossible - the stated regional total of 77 is far below its own components, which sum to 559. The 532 is independently implausible: the national total for the whole of 2021 was 696 cases (Index 4), and the April 2021 issue reports Gelana at 125 cases and the May issue Meda Walabu at 96, so 532 in Gelana in March alone plus the April-May figures would exceed the national year. Neither the 77 nor the 532 can be trusted and no row was taken. The same issue also notes cholera in Chelalktu town of Gedeo Zone with no count - recorded in cholera_presence_ai.csv instead. Left for Agent 5 to adjudicate if the Amharic edition or a regional source can disambiguate.",2021-03-01 to 2021-03-31,Surveillance,Active,Level 1,Pending,edrmc.gov.et monthly English bulletin archive -> March 2021 PDF -> pdftotext -layout,en,0,Same series as metadata Index 63-69,edrmc.gov.et monthly English bulletin archive -> March 2021 PDF -> pdftotext -layout,AI
71,"WHO AFRO Weekly Bulletin on Outbreaks and other Emergencies, Week 32: 05-11 August 2017",https://iris.who.int/handle/10665/258718,"Ethiopia AWD detailed update: cumulative 1 Jan - 6 Aug 2017 with the Somali Region share given as an explicit fraction, plus the epi-week 31 regional breakdown",2017-01-01 to 2017-08-06,Surveillance,Active,Level 1,Pending,WHO IRIS REST API discover/search 'Weekly Bulletin on Outbreaks and other Emergencies' -> item bundles -> ORIGINAL bitstream /content -> pdftotext -layout,en,0,WHO Ethiopia country office / EPHI AWD surveillance as reported to WHO AFRO,WHO IRIS REST API discover/search 'Weekly Bulletin on Outbreaks and other Emergencies' -> item bundles -> ORIGINAL bitstream /content -> pdftotext -layout,AI
72,"WHO AFRO Weekly Bulletin on Outbreaks and other Emergencies, Week 36: 2-8 September 2017",https://iris.who.int/handle/10665/258922,Ethiopia AWD event table: epi-week 34 new cases by region,2017-08-21 to 2017-08-27,Surveillance,Active,Level 1,Pending,WHO IRIS REST API discover/search 'Weekly Bulletin on Outbreaks and other Emergencies' -> item bundles -> ORIGINAL bitstream /content -> pdftotext -layout,en,0,WHO Ethiopia country office / EPHI AWD surveillance as reported to WHO AFRO,WHO IRIS REST API discover/search 'Weekly Bulletin on Outbreaks and other Emergencies' -> item bundles -> ORIGINAL bitstream /content -> pdftotext -layout,AI
73,"WHO AFRO Weekly Bulletin on Outbreaks and other Emergencies, Week 38: 16-22 September 2017",https://iris.who.int/handle/10665/258984,Ethiopia AWD event table: epi-week 36 new cases by region,2017-09-04 to 2017-09-10,Surveillance,Active,Level 1,Pending,WHO IRIS REST API discover/search 'Weekly Bulletin on Outbreaks and other Emergencies' -> item bundles -> ORIGINAL bitstream /content -> pdftotext -layout,en,0,WHO Ethiopia country office / EPHI AWD surveillance as reported to WHO AFRO,WHO IRIS REST API discover/search 'Weekly Bulletin on Outbreaks and other Emergencies' -> item bundles -> ORIGINAL bitstream /content -> pdftotext -layout,AI
74,"WHO AFRO Weekly Bulletin on Outbreaks and other Emergencies, Week 39: 23-29 September 2017",https://iris.who.int/handle/10665/259084,Ethiopia AWD event table: epi-week 37 new cases by region,2017-09-11 to 2017-09-17,Surveillance,Active,Level 1,Pending,WHO IRIS REST API discover/search 'Weekly Bulletin on Outbreaks and other Emergencies' -> item bundles -> ORIGINAL bitstream /content -> pdftotext -layout,en,0,WHO Ethiopia country office / EPHI AWD surveillance as reported to WHO AFRO,WHO IRIS REST API discover/search 'Weekly Bulletin on Outbreaks and other Emergencies' -> item bundles -> ORIGINAL bitstream /content -> pdftotext -layout,AI
75,"WHO AFRO Weekly Bulletin on Outbreaks and other Emergencies, Week 41: 7-13 October 2017",https://iris.who.int/handle/10665/259263,Ethiopia AWD event table: epi-week 39 new cases by region,2017-09-25 to 2017-10-01,Surveillance,Active,Level 1,Pending,WHO IRIS REST API discover/search 'Weekly Bulletin on Outbreaks and other Emergencies' -> item bundles -> ORIGINAL bitstream /content -> pdftotext -layout,en,0,WHO Ethiopia country office / EPHI AWD surveillance as reported to WHO AFRO,WHO IRIS REST API discover/search 'Weekly Bulletin on Outbreaks and other Emergencies' -> item bundles -> ORIGINAL bitstream /content -> pdftotext -layout,AI
76,"WHO AFRO Weekly Bulletin on Outbreak and other Emergencies, Week 3: 13-19 January 2020",https://iris.who.int/handle/10665/330529,Ethiopia cholera event table: cumulative regional breakdown as of 1 December 2019,2019-05-12 to 2019-12-01,Surveillance,Active,Level 1,Pending,WHO IRIS REST API discover/search 'Weekly Bulletin on Outbreaks and other Emergencies' -> item bundles -> ORIGINAL bitstream /content -> pdftotext -layout,en,0,WHO Ethiopia country office / EPHI AWD surveillance as reported to WHO AFRO,WHO IRIS REST API discover/search 'Weekly Bulletin on Outbreaks and other Emergencies' -> item bundles -> ORIGINAL bitstream /content -> pdftotext -layout,AI
77,"EDRMC Early Warning and Response English Monthly Bulletin, September 2019",https://edrmc.gov.et/sites/default/files/EWR%20English%20Monthly%20Bulletin%20of%20September%202019.pdf,"Human Health section: Somali, SNNPR, Oromia, Amhara and Afar cholera/AWD reports with woreda attribution for September 2019",2019-09-01 to 2019-09-30,Surveillance,Active,Level 1,Pending,edrmc.gov.et monthly English bulletin archive -> direct PDF -> pdftotext -layout,en,0,Regional Early Warning reports / Regional Health Bureaux compiled by EDRMC,edrmc.gov.et monthly English bulletin archive -> direct PDF -> pdftotext -layout,AI
78,"EDRMC Early Warning and Response English Monthly Bulletin, November 2019",https://edrmc.gov.et/sites/default/files/EWR%20English%20Monthly%20Bulletin%20of%20November%202019.pdf,Human Health section: Oromia and Afar cholera counts with woreda and zone attribution for November 2019,2019-11-01 to 2019-11-30,Surveillance,Active,Level 1,Pending,edrmc.gov.et monthly English bulletin archive -> direct PDF -> pdftotext -layout,en,0,Regional Early Warning reports / Regional Health Bureaux compiled by EDRMC,edrmc.gov.et monthly English bulletin archive -> direct PDF -> pdftotext -layout,AI
79,"EDRMC Early Warning and Response English Monthly Bulletin, December 2019",https://edrmc.gov.et/sites/default/files/EWR%20English%20Monthly%20Bulletin%20of%20December%202019.pdf,"Human Health section: Afar cholera report (Dubti and Asayita woredas, Zone 1) for December 2019, no case count given",2019-12-01 to 2019-12-31,Surveillance,Active,Level 1,Pending,edrmc.gov.et monthly English bulletin archive -> direct PDF -> pdftotext -layout,en,0,Regional Early Warning reports / Regional Health Bureaux compiled by EDRMC,edrmc.gov.et monthly English bulletin archive -> direct PDF -> pdftotext -layout,AI
80,"NDRMC/EDRMC Early Warning and Response English Monthly Bulletin, September 2018 - Tigray AWD zone table",https://edrmc.gov.et/sites/default/files/EWR%20English%20Monthly%20Bulletin%20of%20September%202018.pdf,"Table 1 'Number of cases since 18/06/2018 [to] 06/09/2018': acute watery diarrhoea cases by Tigray zone and sex, covering 31 affected woredas",2018-06-18 to 2018-09-06,Surveillance,Active,Level 1,Pending,edrmc.gov.et monthly English bulletin archive -> direct PDF -> pdftotext -layout,en,0,"Regional Early Warning reports compiled by the Early Warning and Emergency Response Directorate, NDRMC/EDRMC",edrmc.gov.et monthly English bulletin archive -> direct PDF -> pdftotext -layout,AI
81,"NDRMC/EDRMC Early Warning and Response English Monthly Bulletin, June 2018",https://edrmc.gov.et/sites/default/files/EWR%20English%20Monthly%20Bulletin%20of%20June%202018.pdf,"Human Health section: Afar Region AWD count for June 2018 across Mile, Dubti, Afambo and Asayita woredas",2018-06-01 to 2018-06-30,Surveillance,Active,Level 1,Pending,edrmc.gov.et monthly English bulletin archive -> direct PDF -> pdftotext -layout,en,0,"Regional Early Warning reports compiled by the Early Warning and Emergency Response Directorate, NDRMC/EDRMC",edrmc.gov.et monthly English bulletin archive -> direct PDF -> pdftotext -layout,AI
82,"NDRMC/EDRMC Early Warning and Response English Monthly Bulletin, July 2018",https://edrmc.gov.et/sites/default/files/EWR%20English%20Monthly%20Bulletin%20of%20July%202018.pdf,Human Health section: Afar Region AWD count for July 2018 across five woredas,2018-07-01 to 2018-07-31,Surveillance,Active,Level 1,Pending,edrmc.gov.et monthly English bulletin archive -> direct PDF -> pdftotext -layout,en,0,"Regional Early Warning reports compiled by the Early Warning and Emergency Response Directorate, NDRMC/EDRMC",edrmc.gov.et monthly English bulletin archive -> direct PDF -> pdftotext -layout,AI
83,"NDRMC/EDRMC Early Warning and Response English Monthly Bulletin, November 2018",https://edrmc.gov.et/sites/default/files/EWR%20English%20Monthly%20Bulletin%20of%20November%202018.pdf,Human Health section: Oromia East Hararghe AWD woreda counts for November 2018,2018-11-01 to 2018-11-30,Surveillance,Active,Level 1,Pending,edrmc.gov.et monthly English bulletin archive -> direct PDF -> pdftotext -layout,en,0,"Regional Early Warning reports compiled by the Early Warning and Emergency Response Directorate, NDRMC/EDRMC",edrmc.gov.et monthly English bulletin archive -> direct PDF -> pdftotext -layout,AI
84,Ethiopia 2024 cholera weekly epi curve by region (EPHI Dashboard) - 'Epi Curve' sheet of the HDX workbook ethiopia-cholera-cases-2024.xlsx,https://data.humdata.org/dataset/d6c2388a-e644-4c06-a9eb-94d09cb4f096/resource/eabe3779-9480-49f4-b882-acb9e65ab6f6/download/ethiopia-cholera-cases-2024.xlsx#EpiCurve,"WEEKLY 2024 cholera case counts by region, epi-weeks 1-47, for Afar, Amhara, Benishangul-Gumuz, Oromia, South Ethiopia, Sidama and Tigray, taken from the EPHI Dashboard. Registered separately from Index 56 because that entry describes the CUMULATIVE EDRMC monthly figures in the workbook's first sheet, and the two must not be conflated.",2024-01-01 to 2024-11-24,Surveillance,Active,Level 1,Pending,HDX CKAN API -> ethiopia-cholera-cases-2024.xlsx -> openpyxl parse of the second worksheet 'Epi Curve',en,0,"Second worksheet of the workbook behind metadata Index 56; sourced to the EPHI Dashboard. Weekly values reproduce the Index 56 cumulative totals exactly for Afar, Amhara, Sidama and Tigray.",HDX CKAN API -> ethiopia-cholera-cases-2024.xlsx -> openpyxl parse of the second worksheet 'Epi Curve',AI
85,"EDRMC Early Warning and Response English Monthly Bulletin, May 2023",https://edrmc.gov.et/sites/default/files/EWR%20English%20Monthly%20Bulletin%20of%20May%202023.pdf,"Section 4 Health, Nutrition and Water availability: monthly cholera cases and deaths for Somali, SNNPR and Oromia during May 2023",2023-05-01 to 2023-05-31,Surveillance,Active,Level 1,Pending,edrmc.gov.et monthly English bulletin archive -> May 2023 PDF -> pdftotext -layout,en,0,"Regional government DRM offices, compiled by EDRMC",edrmc.gov.et monthly English bulletin archive -> May 2023 PDF -> pdftotext -layout,AI
86,"WHO Weekly Epidemiological Record, 'Cholera, 2005', WER 2006;81(31):297-307",https://iris.who.int/handle/10665/233163,WHO annual global cholera report for 2005. Africa section states affirmatively that no cases were reported from the Horn of Africa during 2005.,2005-01-01 to 2005-12-31,Surveillance,Active,Level 1,Pending,"WHO IRIS REST API discover/search 'cholera 2005' -> item 9c46dfe7-f807-4aaa-ade6-0bf6573f9188 -> bitstream 216aac37 (WER8131_297-307.PDF), pdftotext -layout. WebSearch unavailable (session budget exhausted).",en,0,,"WHO IRIS REST API discover/search 'cholera 2005' -> item 9c46dfe7-f807-4aaa-ade6-0bf6573f9188 -> bitstream 216aac37 (WER8131_297-307.PDF), pdftotext -layout. WebSearch unavailable (session budget exhausted).",AI
87,"WHO Weekly Epidemiological Record, 'Cholera, 2011', WER 2012;87(31/32):289-303",https://iris.who.int/handle/10665/241944,"WHO annual global cholera report for 2011. Horn of Africa paragraph states that no cases were reported from Ethiopia, Sudan or Uganda, against 77,636 cases in Somalia.",2011-01-01 to 2011-12-31,Surveillance,Active,Level 1,Pending,"WHO IRIS REST API discover/search 'cholera, 2011' -> item e... -> bitstream f76bc536 (WER8731_32_289-303.PDF.txt). WebSearch unavailable.",en,0,,"WHO IRIS REST API discover/search 'cholera, 2011' -> item e... -> bitstream f76bc536 (WER8731_32_289-303.PDF.txt). WebSearch unavailable.",AI
88,WHO Global Health Observatory annual cholera series for Ethiopia (CHOLERA_0000000001/2/3),https://ghoapi.azureedge.net/api/CHOLERA_0000000001?$filter=SpatialDim%20eq%20'ETH',"WHO GHO OData annual cholera cases, deaths and CFR as reported to WHO. Ethiopia has entries for 1970, 1971, 1982, 2004-2010 only; 1982 and 2005 carry an explicit zero (a nil return), all other years are absent from the series (no return received).",1970-01-01 to 2010-12-31,Surveillance,Active,Level 1,Pending,"WHO GHO OData API query by SpatialDim eq 'ETH' for CHOLERA_0000000001 (cases), _0000000002 (deaths), _0000000003 (CFR). WebSearch unavailable.",en,0,,"WHO GHO OData API query by SpatialDim eq 'ETH' for CHOLERA_0000000001 (cases), _0000000002 (deaths), _0000000003 (CFR). WebSearch unavailable.",AI
89,"EDRMC Early Warning English Monthly Bulletin, December 2024 (citing EPHI, snapshot 23 December 2024)",https://edrmc.gov.et/sites/default/files/EW%20English%20Monthly%20Bulletin%20of%20December%2C%202024.pdf,Ethiopian Disaster Risk Management Commission Early Warning monthly bulletin for December 2024. Section 4 (Human Health and Nutrition) gives the national cholera cumulative to 23 Dec 2024 and states that no case and no death were reported in the last 7 days - the only explicit zero-reporting statement found in 77 EDRMC bulletins spanning 2017-2025.,2024-01-01 to 2024-12-23,Surveillance,Active,Level 1,Pending,"Systematic grep of all EDRMC Early Warning monthly bulletins for affirmative absence language ('no case', 'no cholera', 'free of'); URL recovered by probing the edrmc.gov.et /sites/default/files/ naming convention after the archive listing page 404'd. WebSearch unavailable.",en,0,,"Systematic grep of all EDRMC Early Warning monthly bulletins for affirmative absence language ('no case', 'no cholera', 'free of'); URL recovered by probing the edrmc.gov.et /sites/default/files/ naming convention after the archive listing page 404'd. WebSearch unavailable.",AI
