Location,TL,TR,evidence,source_index,source,confidence_weight,processing_notes,source_database,moved_from_row
AFR::TGO::Maritime::Lacs::Seko,2014-02-03,2014-04-20,presence_confirmed_count_unknown,150,"UNICEF WCARO / Action Contre la Faim - Integrated approach to understand the dynamics of cholera epidemics in Ghana, Togo and Benin (2015), Table 2: total suspected cases, weeks of notification and deaths 2011-2014 by district",0.8,"Source states: 'In Lacs, both epidemics from 2013 and 2014 were associated with people traveling from abroad (e.g., Nigeria and Benin) for large annual traditional animist ceremonies, which usually occur during the dry season. For 2014, the first cases where people who attended the ceremony in Seko and then a few secondary cases occurred before the outbreak came to a halt.' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Maritime::Lacs::Seko,2013-01-01,2013-12-31,presence_confirmed_count_unknown,150,"UNICEF WCARO / Action Contre la Faim - Integrated approach to understand the dynamics of cholera epidemics in Ghana, Togo and Benin (2015), Table 2: total suspected cases, weeks of notification and deaths 2011-2014 by district",0.7,"Source states: 'In Lacs, both epidemics from 2013 and 2014 were associated with people traveling from abroad (e.g., Nigeria and Benin) for large annual traditional animist ceremonies' - cholera confirmed present; no case count available.",AI,
AFR::TGO,1990-01-01,1990-12-31,presence_confirmed_count_unknown,140,"Togo Ministere de la Sante - Rapport annuel de performance 2022, Figure 23 'Evolution des epidemies de cholera au Togo, 1990 a 2022' (Source: Rapport SIMR 2022, DSIUSR)",0.6,"Source states: 'Figure 23 'Evolution des epidemies de cholera au Togo, 1990 a 2022' (Source: Rapport SIMR 2022, DSIUSR) plots a clearly non-zero bar for 1990, roughly 24 pixels tall against the flat baseline the same chart draws for 2016-2019 and 2022. AGENT 6: recorded as PRESENCE, count unknown, because the quantitative row Index 196 carries confidence 0.35 and is dropped by any modeller filtering at 0.5, which would leave 1990 looking empty when Togo's own archive says cholera occurred. Agent 5 showed the chart's pre-1994 segment is unreliable for MAGNITUDE (1991 chart ~1054 vs WHO 2396; 1992 ~66 vs 753; 1993 ~269 vs 19) but the non-zero/zero distinction is robust. INDEPENDENT CORROBORATION FOUND BY AGENT 6: WER 1991;66(19) 'Cholera in 1990' records that in 1990 'the disease reappeared in Ghana, which had not reported an outbreak since 1986' - Ghana being the land neighbour whose border runs along greater Lome - and in the same article WHO states 'Evidence was again received of the presence of cholera in a number of other countries which failed to declare it'. Togo notified WHO nothing for 1990 while filing dated AIDS returns (01.06.90, 100 cases) and monthly dracunculiasis data, so the channel was live. 1990 is the single documented instance of cholera-specific non-declaration by a functioning Togolese system, and is the reason Agent 5 retracted the 1990 zero row.' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Savanes,1998-01-01,1998-12-31,presence_confirmed_count_unknown,165,"Togo Ministere de la Sante - Plan Strategique de lutte contre le cholera au Togo 2015-2017, section III 'Gestion de l'epidemie de cholera de 2013'",0.6,"Source states: 'Togo Ministere de la Sante, Plan Strategique de lutte contre le cholera 2015-2017, epidemiological scenarios: 'Scenario 3: Hypothese Haute - 3 000 cas (1998 et 2001) - Zones touchees: 6 regions'. READ IN CONTEXT: the plan builds three planning scenarios each keyed to a historical precedent and each listing the zones that precedent reached - Scenario 1 '150 et 300 cas (depuis 2008), Zones touchees: Lome (D1 a D4), maritime (lac, bas mono, zio et vo)'; Scenario 2 '1 500 cas (entre 2004 et 2006), Zones touchees: Lome (D1 a D5), maritime (lacs, bas mono, zio et vo, yoto), centrale (tchamba, tchaoudjo) et plateaux (Haho, Anie)'; Scenario 3 as quoted. The first two zone lists match what is independently known of 2008-2013 and 2004-2006, so the third is the Ministry's statement that the 1998 and 2001 epidemics reached ALL SIX regions, which in the plan's own Table 3 are Lome-Commune, Maritime, Plateaux, Centrale, Kara and Savanes. CORROBORATING DETAIL FROM THE SAME DOCUMENT: its 19 at-risk-district list includes 'Region des Savanes: Tone, Cinkasse' - Tone is the prefecture containing Dapaong. THIS IS AN INFERENCE FROM A PLANNING SCENARIO, NOT A CASE REPORT, hence confidence 0.6 and no count. WHAT IT ADDS: it independently corroborates, from a Togolese government source, the two existing district-level Savanes presence rows (Savanes::Tone 1998-07-01..1998-10-31 at 0.8 from the Djadou citation, and Savanes::Tone 2001-01-01..2002-12-31 at only 0.4), which four previous agents could not strengthen because Djadou et al, Med Afr Noire 2001;48(5):187-190 remains unobtainable. Savanes still has NO CASE COUNT for any year before 2020; this establishes presence, not magnitude.' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Savanes,2001-01-01,2001-12-31,presence_confirmed_count_unknown,165,"Togo Ministere de la Sante - Plan Strategique de lutte contre le cholera au Togo 2015-2017, section III 'Gestion de l'epidemie de cholera de 2013'",0.6,"Source states: 'Togo Ministere de la Sante, Plan Strategique de lutte contre le cholera 2015-2017, epidemiological scenarios: 'Scenario 3: Hypothese Haute - 3 000 cas (1998 et 2001) - Zones touchees: 6 regions'. READ IN CONTEXT: the plan builds three planning scenarios each keyed to a historical precedent and each listing the zones that precedent reached - Scenario 1 '150 et 300 cas (depuis 2008), Zones touchees: Lome (D1 a D4), maritime (lac, bas mono, zio et vo)'; Scenario 2 '1 500 cas (entre 2004 et 2006), Zones touchees: Lome (D1 a D5), maritime (lacs, bas mono, zio et vo, yoto), centrale (tchamba, tchaoudjo) et plateaux (Haho, Anie)'; Scenario 3 as quoted. The first two zone lists match what is independently known of 2008-2013 and 2004-2006, so the third is the Ministry's statement that the 1998 and 2001 epidemics reached ALL SIX regions, which in the plan's own Table 3 are Lome-Commune, Maritime, Plateaux, Centrale, Kara and Savanes. CORROBORATING DETAIL FROM THE SAME DOCUMENT: its 19 at-risk-district list includes 'Region des Savanes: Tone, Cinkasse' - Tone is the prefecture containing Dapaong. THIS IS AN INFERENCE FROM A PLANNING SCENARIO, NOT A CASE REPORT, hence confidence 0.6 and no count. WHAT IT ADDS: it independently corroborates, from a Togolese government source, the two existing district-level Savanes presence rows (Savanes::Tone 1998-07-01..1998-10-31 at 0.8 from the Djadou citation, and Savanes::Tone 2001-01-01..2002-12-31 at only 0.4), which four previous agents could not strengthen because Djadou et al, Med Afr Noire 2001;48(5):187-190 remains unobtainable. Savanes still has NO CASE COUNT for any year before 2020; this establishes presence, not magnitude.' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Kara,2001-01-01,2001-12-31,presence_confirmed_count_unknown,165,"Togo Ministere de la Sante - Plan Strategique de lutte contre le cholera au Togo 2015-2017, section III 'Gestion de l'epidemie de cholera de 2013'",0.6,"Source states: 'Togo Ministere de la Sante, Plan Strategique de lutte contre le cholera 2015-2017, epidemiological scenarios: 'Scenario 3: Hypothese Haute - 3 000 cas (1998 et 2001) - Zones touchees: 6 regions'. READ IN CONTEXT: the plan builds three planning scenarios each keyed to a historical precedent and each listing the zones that precedent reached - Scenario 1 '150 et 300 cas (depuis 2008), Zones touchees: Lome (D1 a D4), maritime (lac, bas mono, zio et vo)'; Scenario 2 '1 500 cas (entre 2004 et 2006), Zones touchees: Lome (D1 a D5), maritime (lacs, bas mono, zio et vo, yoto), centrale (tchamba, tchaoudjo) et plateaux (Haho, Anie)'; Scenario 3 as quoted. The first two zone lists match what is independently known of 2008-2013 and 2004-2006, so the third is the Ministry's statement that the 1998 and 2001 epidemics reached ALL SIX regions, which in the plan's own Table 3 are Lome-Commune, Maritime, Plateaux, Centrale, Kara and Savanes. CORROBORATING DETAIL FROM THE SAME DOCUMENT: its 19 at-risk-district list includes 'Region des Savanes: Tone, Cinkasse' - Tone is the prefecture containing Dapaong. THIS IS AN INFERENCE FROM A PLANNING SCENARIO, NOT A CASE REPORT, hence confidence 0.6 and no count. WHAT IT ADDS: it independently corroborates, from a Togolese government source, the two existing district-level Savanes presence rows (Savanes::Tone 1998-07-01..1998-10-31 at 0.8 from the Djadou citation, and Savanes::Tone 2001-01-01..2002-12-31 at only 0.4), which four previous agents could not strengthen because Djadou et al, Med Afr Noire 2001;48(5):187-190 remains unobtainable. Savanes still has NO CASE COUNT for any year before 2020; this establishes presence, not magnitude.' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Plateaux::Haho,1977-04-17,1977-04-23,presence_confirmed_count_unknown,114,"WHO Weekly Epidemiological Record 1977;52(21) - Diseases subject to the Regulations, REVISED cholera notification for 13-19 March 1977",0.85,"Source states: 'Newly Infected Areas as on 17 November 1977 - TOGO, Regions des Plateaux, x Notse Circonscription administrative. (Agent 6: read visually at 360 dpi from WER 1977;52(21); the 'x' marks a NEWLY infected area. Notse is the seat of Haho prefecture, Plateaux region. No case count is given, so this is a presence record only - cholera reached inland Plateaux in 1977, which the counted record does not otherwise show.)' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Plateaux,2008-09-01,2009-01-31,presence_confirmed_count_unknown,205,"IFRC DREF Final Report - Togo: Cholera, DREF operation n. MDRTG002, GLIDE EP-2009-000012-TGO, 10 July 2009",0.7,"Source states: 'By December, the outbreak had spread to other areas in the city and to the neighboring Plateaux region - IFRC DREF Final Report MDRTG002, 10 July 2009. No case count is given for Plateaux, so this is recorded as presence only. This is the ONLY evidence in the Togolese record that the 2008-2009 Lome epidemic crossed out of Grand Lome into Plateaux; AI row 101 confines the epidemic to Grand Lome and the JHU baseline holds only undated national annual totals. Period bounded on the left by the epidemic's Lome onset in the last week of August 2008 and on the right by 31 January 2009, the end of AI row 101's window, beyond which no source describes the Plateaux focus' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Grand Lome::Lome D1,2010-01-01,2012-12-31,presence_confirmed_count_unknown,81,Smith AM et al. Comparative Characterization of Vibrio cholerae O1 from Five Sub-Saharan African Countries. PLoS One 2015;10(11):e0142989,0.85,"Source states: 'In Togo, isolates derived from outbreaks in the Zio prefecture (2011), lac regions (2012) and Lome city [districts 1-4 and Golfe] (2010, 2011, and 2012). [42 Togo isolates, all V. cholerae O1 Ogawa El Tor, ctxA-positive; 38 of 42 collected from five districts in 2010 to 2012 clustered in PFGE cluster 4]' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Grand Lome::Lome D2,2010-01-01,2012-12-31,presence_confirmed_count_unknown,81,Smith AM et al. Comparative Characterization of Vibrio cholerae O1 from Five Sub-Saharan African Countries. PLoS One 2015;10(11):e0142989,0.85,"Source states: 'In Togo, isolates derived from outbreaks in the Zio prefecture (2011), lac regions (2012) and Lome city [districts 1-4 and Golfe] (2010, 2011, and 2012). [42 Togo isolates, all V. cholerae O1 Ogawa El Tor, ctxA-positive; 38 of 42 collected from five districts in 2010 to 2012 clustered in PFGE cluster 4]' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Grand Lome::Lome D3,2010-01-01,2012-12-31,presence_confirmed_count_unknown,81,Smith AM et al. Comparative Characterization of Vibrio cholerae O1 from Five Sub-Saharan African Countries. PLoS One 2015;10(11):e0142989,0.85,"Source states: 'In Togo, isolates derived from outbreaks in the Zio prefecture (2011), lac regions (2012) and Lome city [districts 1-4 and Golfe] (2010, 2011, and 2012). [42 Togo isolates, all V. cholerae O1 Ogawa El Tor, ctxA-positive; 38 of 42 collected from five districts in 2010 to 2012 clustered in PFGE cluster 4]' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Grand Lome::Lome D4,2010-01-01,2012-12-31,presence_confirmed_count_unknown,81,Smith AM et al. Comparative Characterization of Vibrio cholerae O1 from Five Sub-Saharan African Countries. PLoS One 2015;10(11):e0142989,0.85,"Source states: 'In Togo, isolates derived from outbreaks in the Zio prefecture (2011), lac regions (2012) and Lome city [districts 1-4 and Golfe] (2010, 2011, and 2012). [42 Togo isolates, all V. cholerae O1 Ogawa El Tor, ctxA-positive; 38 of 42 collected from five districts in 2010 to 2012 clustered in PFGE cluster 4]' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Grand Lome::Golfe,2010-01-01,2012-12-31,presence_confirmed_count_unknown,81,Smith AM et al. Comparative Characterization of Vibrio cholerae O1 from Five Sub-Saharan African Countries. PLoS One 2015;10(11):e0142989,0.85,"Source states: 'In Togo, isolates derived from outbreaks in the Zio prefecture (2011), lac regions (2012) and Lome city [districts 1-4 and Golfe] (2010, 2011, and 2012). [42 Togo isolates, all V. cholerae O1 Ogawa El Tor, ctxA-positive; 38 of 42 collected from five districts in 2010 to 2012 clustered in PFGE cluster 4]' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Kara::Bassar,2006-01-01,2017-12-31,presence_confirmed_count_unknown,207,"UNICEF WCARO / Plateforme Regionale Cholera - 'Cholera taux d'incidence cumulee pour 100,000 habitants au Togo (Districts, 2006-2017)', district choropleth map, production date Oct 2018 (Figure 2 of the Togo Cholera Factsheet)",0.8,"Source states: 'Cholera taux d'incidence cumulee pour 100,000 habitants au Togo (Districts, 2006 - 2017). Legend: 'Pas de cas rapporte' / 0.1-1.1 / 1.2-1.8 / 1.9-5.4 / 5.5-12.6 / 12.7-28.2. Shaded (case-reporting) districts labelled on the map: Bassar, Assoli, Tchaoudjo, Ogou, Moyen Mono, Haho, Kloto, Agou, Zio, Ave, Vo, Lacs, Golfe, Lome District II, Lome District III. Every other Togolese district is in the 'Pas de cas rapporte' class.' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Kara::Assoli,2006-01-01,2017-12-31,presence_confirmed_count_unknown,207,"UNICEF WCARO / Plateforme Regionale Cholera - 'Cholera taux d'incidence cumulee pour 100,000 habitants au Togo (Districts, 2006-2017)', district choropleth map, production date Oct 2018 (Figure 2 of the Togo Cholera Factsheet)",0.8,"Source states: 'Cholera taux d'incidence cumulee pour 100,000 habitants au Togo (Districts, 2006 - 2017). Legend: 'Pas de cas rapporte' / 0.1-1.1 / 1.2-1.8 / 1.9-5.4 / 5.5-12.6 / 12.7-28.2. Shaded (case-reporting) districts labelled on the map: Bassar, Assoli, Tchaoudjo, Ogou, Moyen Mono, Haho, Kloto, Agou, Zio, Ave, Vo, Lacs, Golfe, Lome District II, Lome District III. Every other Togolese district is in the 'Pas de cas rapporte' class.' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Plateaux::Moyen Mono,2006-01-01,2017-12-31,presence_confirmed_count_unknown,207,"UNICEF WCARO / Plateforme Regionale Cholera - 'Cholera taux d'incidence cumulee pour 100,000 habitants au Togo (Districts, 2006-2017)', district choropleth map, production date Oct 2018 (Figure 2 of the Togo Cholera Factsheet)",0.8,"Source states: 'Cholera taux d'incidence cumulee pour 100,000 habitants au Togo (Districts, 2006 - 2017). Legend: 'Pas de cas rapporte' / 0.1-1.1 / 1.2-1.8 / 1.9-5.4 / 5.5-12.6 / 12.7-28.2. Shaded (case-reporting) districts labelled on the map: Bassar, Assoli, Tchaoudjo, Ogou, Moyen Mono, Haho, Kloto, Agou, Zio, Ave, Vo, Lacs, Golfe, Lome District II, Lome District III. Every other Togolese district is in the 'Pas de cas rapporte' class.' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Plateaux::Ogou,2006-01-01,2017-12-31,presence_confirmed_count_unknown,207,"UNICEF WCARO / Plateforme Regionale Cholera - 'Cholera taux d'incidence cumulee pour 100,000 habitants au Togo (Districts, 2006-2017)', district choropleth map, production date Oct 2018 (Figure 2 of the Togo Cholera Factsheet)",0.8,"Source states: 'Cholera taux d'incidence cumulee pour 100,000 habitants au Togo (Districts, 2006 - 2017). Legend: 'Pas de cas rapporte' / 0.1-1.1 / 1.2-1.8 / 1.9-5.4 / 5.5-12.6 / 12.7-28.2. Shaded (case-reporting) districts labelled on the map: Bassar, Assoli, Tchaoudjo, Ogou, Moyen Mono, Haho, Kloto, Agou, Zio, Ave, Vo, Lacs, Golfe, Lome District II, Lome District III. Every other Togolese district is in the 'Pas de cas rapporte' class.' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Maritime::Golfe,2015-01-01,2015-12-31,presence_confirmed_count_unknown,208,"GTFCC 10th Annual Meeting (26-28 June 2023) - Togo country presentation, WHO Country Office / Ministere de la Sante, Dr Azanman (IHMO)",0.8,"Source states: '2015 58 2 3,4% Golfe/Agoe/Zio/Ave - Togo MoH / WHO Country Office country presentation to the GTFCC 10th Annual Meeting, June 2023, slide 'Update on cholera epidemiological situation', year/cases/deaths/CFR/districts table. The four districts affected in 2015 are named but the 58 cases and 2 deaths are given only as a national total, so no per-district count exists. BEFORE THIS, 2015 HAD NO SUB-NATIONAL REPRESENTATION AT ALL in data/TGO/cholera_data_ai.csv - the single 2015 row was the national annual row 300. Pre-2020 administrative convention applied: in 2015 Golfe and Agoe-Nyive sat under Maritime, not under Grand Lome, which was created later' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Maritime::Agoe-Nyive,2015-01-01,2015-12-31,presence_confirmed_count_unknown,208,"GTFCC 10th Annual Meeting (26-28 June 2023) - Togo country presentation, WHO Country Office / Ministere de la Sante, Dr Azanman (IHMO)",0.8,"Source states: '2015 58 2 3,4% Golfe/Agoe/Zio/Ave - Togo MoH / WHO Country Office country presentation to the GTFCC 10th Annual Meeting, June 2023, slide 'Update on cholera epidemiological situation', year/cases/deaths/CFR/districts table. The four districts affected in 2015 are named but the 58 cases and 2 deaths are given only as a national total, so no per-district count exists. BEFORE THIS, 2015 HAD NO SUB-NATIONAL REPRESENTATION AT ALL in data/TGO/cholera_data_ai.csv - the single 2015 row was the national annual row 300. Pre-2020 administrative convention applied: in 2015 Golfe and Agoe-Nyive sat under Maritime, not under Grand Lome, which was created later' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Maritime::Zio,2015-01-01,2015-12-31,presence_confirmed_count_unknown,208,"GTFCC 10th Annual Meeting (26-28 June 2023) - Togo country presentation, WHO Country Office / Ministere de la Sante, Dr Azanman (IHMO)",0.8,"Source states: '2015 58 2 3,4% Golfe/Agoe/Zio/Ave - Togo MoH / WHO Country Office country presentation to the GTFCC 10th Annual Meeting, June 2023, slide 'Update on cholera epidemiological situation', year/cases/deaths/CFR/districts table. The four districts affected in 2015 are named but the 58 cases and 2 deaths are given only as a national total, so no per-district count exists. BEFORE THIS, 2015 HAD NO SUB-NATIONAL REPRESENTATION AT ALL in data/TGO/cholera_data_ai.csv - the single 2015 row was the national annual row 300. Pre-2020 administrative convention applied: in 2015 Golfe and Agoe-Nyive sat under Maritime, not under Grand Lome, which was created later' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Maritime::Ave,2015-01-01,2015-12-31,presence_confirmed_count_unknown,208,"GTFCC 10th Annual Meeting (26-28 June 2023) - Togo country presentation, WHO Country Office / Ministere de la Sante, Dr Azanman (IHMO)",0.8,"Source states: '2015 58 2 3,4% Golfe/Agoe/Zio/Ave - Togo MoH / WHO Country Office country presentation to the GTFCC 10th Annual Meeting, June 2023, slide 'Update on cholera epidemiological situation', year/cases/deaths/CFR/districts table. The four districts affected in 2015 are named but the 58 cases and 2 deaths are given only as a national total, so no per-district count exists. BEFORE THIS, 2015 HAD NO SUB-NATIONAL REPRESENTATION AT ALL in data/TGO/cholera_data_ai.csv - the single 2015 row was the national annual row 300. Pre-2020 administrative convention applied: in 2015 Golfe and Agoe-Nyive sat under Maritime, not under Grand Lome, which was created later' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Grand Lome::Golfe,1996-02-22,2001-10-18,presence_confirmed_count_unknown,209,"WHO Weekly Epidemiological Record 2001;76(9):69-71, 2 March 2001 - 'Infected areas as at 1 March 2001 / Zones infectees au 1er mars 2001', Cholera / Africa section, Togo entry (bitstream WER7609_69-71.PDF)",0.6,"Source states: 'WHO Weekly Epidemiological Record, 'Infected areas as at ... / Zones infectees au ...', Cholera - Africa section. The Togo entry reads: Golfe District, Kloto District, Kozah District, Lacs District, Ogou District, Sotouboua District, Vo District, Yoto District. VERIFIED ACROSS THE WHOLE SERIES: I downloaded 84 WER infected-area lists issued 1990-2001 from IRIS and extracted the Togo block from each. This identical set of eight districts appears in EVERY list from 22 February 1996 through 18 October 2001 (checked at 22 Feb, 4 Apr, 25 Apr, 6 Jun, 4 Jul, 22 Aug, 19 Sep, 24 Oct, 28 Nov 1996; 15 Jan, 19 Mar, 16 Apr, 23 Jul, 27 Aug 1998; 28 Jan, 3 Jun, 15 Jul, 30 Sep, 2 Dec 1999; 16 Mar, 18 May, 20 Jul, 24 Aug, 9 Nov 2000; 10 May, 5 Jul, 6 Sep, 18 Oct 2001). Togo notified cholera to WHO in every one of those years. LIMITATION, STATED EXPLICITLY: because the district set is unchanged across more than five years, this is a STANDING list that WHO did not prune, NOT a dated snapshot. It therefore evidences WHICH Togolese districts carried cholera during 1996-2001, and does NOT date transmission to any sub-period. The TL/TR are the first and last dates on which the full set was observed, not an outbreak window. This is the only sub-national evidence of any kind for Togo between 1974 and 2003. Note the two regions it reaches that are otherwise almost unrecorded: Sotouboua (Centrale) and Kozah (Kara).' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Plateaux::Kloto,1996-02-22,2001-10-18,presence_confirmed_count_unknown,209,"WHO Weekly Epidemiological Record 2001;76(9):69-71, 2 March 2001 - 'Infected areas as at 1 March 2001 / Zones infectees au 1er mars 2001', Cholera / Africa section, Togo entry (bitstream WER7609_69-71.PDF)",0.6,"Source states: 'WHO Weekly Epidemiological Record, 'Infected areas as at ... / Zones infectees au ...', Cholera - Africa section. The Togo entry reads: Golfe District, Kloto District, Kozah District, Lacs District, Ogou District, Sotouboua District, Vo District, Yoto District. VERIFIED ACROSS THE WHOLE SERIES: I downloaded 84 WER infected-area lists issued 1990-2001 from IRIS and extracted the Togo block from each. This identical set of eight districts appears in EVERY list from 22 February 1996 through 18 October 2001 (checked at 22 Feb, 4 Apr, 25 Apr, 6 Jun, 4 Jul, 22 Aug, 19 Sep, 24 Oct, 28 Nov 1996; 15 Jan, 19 Mar, 16 Apr, 23 Jul, 27 Aug 1998; 28 Jan, 3 Jun, 15 Jul, 30 Sep, 2 Dec 1999; 16 Mar, 18 May, 20 Jul, 24 Aug, 9 Nov 2000; 10 May, 5 Jul, 6 Sep, 18 Oct 2001). Togo notified cholera to WHO in every one of those years. LIMITATION, STATED EXPLICITLY: because the district set is unchanged across more than five years, this is a STANDING list that WHO did not prune, NOT a dated snapshot. It therefore evidences WHICH Togolese districts carried cholera during 1996-2001, and does NOT date transmission to any sub-period. The TL/TR are the first and last dates on which the full set was observed, not an outbreak window. This is the only sub-national evidence of any kind for Togo between 1974 and 2003. Note the two regions it reaches that are otherwise almost unrecorded: Sotouboua (Centrale) and Kozah (Kara).' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Kara::Kozah,1996-02-22,2001-10-18,presence_confirmed_count_unknown,209,"WHO Weekly Epidemiological Record 2001;76(9):69-71, 2 March 2001 - 'Infected areas as at 1 March 2001 / Zones infectees au 1er mars 2001', Cholera / Africa section, Togo entry (bitstream WER7609_69-71.PDF)",0.6,"Source states: 'WHO Weekly Epidemiological Record, 'Infected areas as at ... / Zones infectees au ...', Cholera - Africa section. The Togo entry reads: Golfe District, Kloto District, Kozah District, Lacs District, Ogou District, Sotouboua District, Vo District, Yoto District. VERIFIED ACROSS THE WHOLE SERIES: I downloaded 84 WER infected-area lists issued 1990-2001 from IRIS and extracted the Togo block from each. This identical set of eight districts appears in EVERY list from 22 February 1996 through 18 October 2001 (checked at 22 Feb, 4 Apr, 25 Apr, 6 Jun, 4 Jul, 22 Aug, 19 Sep, 24 Oct, 28 Nov 1996; 15 Jan, 19 Mar, 16 Apr, 23 Jul, 27 Aug 1998; 28 Jan, 3 Jun, 15 Jul, 30 Sep, 2 Dec 1999; 16 Mar, 18 May, 20 Jul, 24 Aug, 9 Nov 2000; 10 May, 5 Jul, 6 Sep, 18 Oct 2001). Togo notified cholera to WHO in every one of those years. LIMITATION, STATED EXPLICITLY: because the district set is unchanged across more than five years, this is a STANDING list that WHO did not prune, NOT a dated snapshot. It therefore evidences WHICH Togolese districts carried cholera during 1996-2001, and does NOT date transmission to any sub-period. The TL/TR are the first and last dates on which the full set was observed, not an outbreak window. This is the only sub-national evidence of any kind for Togo between 1974 and 2003. Note the two regions it reaches that are otherwise almost unrecorded: Sotouboua (Centrale) and Kozah (Kara).' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Maritime::Lacs,1996-02-22,2001-10-18,presence_confirmed_count_unknown,209,"WHO Weekly Epidemiological Record 2001;76(9):69-71, 2 March 2001 - 'Infected areas as at 1 March 2001 / Zones infectees au 1er mars 2001', Cholera / Africa section, Togo entry (bitstream WER7609_69-71.PDF)",0.6,"Source states: 'WHO Weekly Epidemiological Record, 'Infected areas as at ... / Zones infectees au ...', Cholera - Africa section. The Togo entry reads: Golfe District, Kloto District, Kozah District, Lacs District, Ogou District, Sotouboua District, Vo District, Yoto District. VERIFIED ACROSS THE WHOLE SERIES: I downloaded 84 WER infected-area lists issued 1990-2001 from IRIS and extracted the Togo block from each. This identical set of eight districts appears in EVERY list from 22 February 1996 through 18 October 2001 (checked at 22 Feb, 4 Apr, 25 Apr, 6 Jun, 4 Jul, 22 Aug, 19 Sep, 24 Oct, 28 Nov 1996; 15 Jan, 19 Mar, 16 Apr, 23 Jul, 27 Aug 1998; 28 Jan, 3 Jun, 15 Jul, 30 Sep, 2 Dec 1999; 16 Mar, 18 May, 20 Jul, 24 Aug, 9 Nov 2000; 10 May, 5 Jul, 6 Sep, 18 Oct 2001). Togo notified cholera to WHO in every one of those years. LIMITATION, STATED EXPLICITLY: because the district set is unchanged across more than five years, this is a STANDING list that WHO did not prune, NOT a dated snapshot. It therefore evidences WHICH Togolese districts carried cholera during 1996-2001, and does NOT date transmission to any sub-period. The TL/TR are the first and last dates on which the full set was observed, not an outbreak window. This is the only sub-national evidence of any kind for Togo between 1974 and 2003. Note the two regions it reaches that are otherwise almost unrecorded: Sotouboua (Centrale) and Kozah (Kara).' - cholera confirmed present; no case count available.",AI,
AFR::TGO::Plateaux::Ogou,1996-02-22,2001-10-18,presence_confirmed_count_unknown,209,"WHO Weekly Epidemiological Record 2001;76(9):69-71, 2 March 2001 - 'Infected areas as at 1 March 2001 / Zones infectees au 1er mars 2001', Cholera / Africa section, Togo entry (bitstream WER7609_69-71.PDF)",0.6,"Source states: 'WHO Weekly Epidemiological Record, 'Infected areas as at ... / Zones infectees au ...', Cholera - Africa section. The Togo entry reads: Golfe District, Kloto District, Kozah District, Lacs District, Ogou District, Sotouboua District, Vo District, Yoto District. VERIFIED ACROSS THE WHOLE SERIES: I downloaded 84 WER infected-area lists issued 1990-2001 from IRIS and extracted the Togo block from each. This identical set of eight districts appears in EVERY list from 22 February 1996 through 18 October 2001 (checked at 22 Feb, 4 Apr, 25 Apr, 6 Jun, 4 Jul, 22 Aug, 19 Sep, 24 Oct, 28 Nov 1996; 15 Jan, 19 Mar, 16 Apr, 23 Jul, 27 Aug 1998; 28 Jan, 3 Jun, 15 Jul, 30 Sep, 2 Dec 1999; 16 Mar, 18 May, 20 Jul, 24 Aug, 9 Nov 2000; 10 May, 5 Jul, 6 Sep, 18 Oct 2001). Togo notified cholera to WHO in every one of those years. LIMITATION, STATED EXPLICITLY: because the district set is unchanged across more than five years, this is a STANDING list that WHO did not prune, NOT a dated snapshot. It therefore evidences WHICH Togolese districts carried cholera during 1996-2001, and does NOT date transmission to any sub-period. The TL/TR are the first and last dates on which the full set was observed, not an outbreak window. This is the only sub-national evidence of any kind for Togo between 1974 and 2003. Note the two regions it reaches that are otherwise almost unrecorded: Sotouboua (Centrale) and Kozah (Kara).' - cholera confirmed present; no case count available.",AI,
